word,trans
ንእግዚአብሄር, n'gzi'äbher
ኣስምዑ, 'asmʕu
ብሕት, bħt
ሓድሽን, ħadšn
ብሰሩ, bsäru
ብሩኻት, bruKat
ሮማውያን, romawyan
ንብል, nbl
ኺሰምዑ, Kisämʕu
ዕብዳን, ʕbdan
ኪወርስዋ, kiwärswa
ኤሊኤልን, 'eli'eln
ይፈልጡ, yfälTu
ተደነቑ, tädänäQu
ዝሰማዕካዮ, zsämaʕkayo
ጥቡስ, Tbus
ዚከኣል, zikä'al
ክድይብ, kdyb
ስሊኡ, sli'u
እተዘርኤ, 'täzär'e
ኽፈት, Kfät
ስብሕታት, sbħtat
ጠላሚት, Tälamit
ኣቐመጥዎ, 'aQämäTwo
ኬጥፍኣ, keTf'a
ብምንዝርና, bmnzrna
ንርእስና, nr'sna
ወርወርቲ, wärwärti
ኣይረክብን, 'ayräkbn
ኣይፈልጣን, 'ayfälTan
ዚጻረር, ziṣarär
ዝነዐቕዎ, znäʕäQwo
ንመሳፍንቲ, nmäsafnti
ዙርያኹም, zuryaKum
ይመስለኒ, ymäsläni
ሃቡ, habu
ላዕዳን, laʕdan
ነበረ2, näbärä2
ምሳካትኩም, msakatkum
ኦሆሊባማ, 'oholibama
ብወርሒ, bwärħi
ዝአዘዘካ, z'äzäzäka
ኪሕዛ, kiħza
ብታህዋኽ, btahwaK
ተደፊኦም, tädäfi'om
ዚውከል, ziwkäl
ኪባረኹ, kibaräKu
ኣጐልበቦ, 'agʷälbäbo
ረዳኢ, räda'i
ርባን, rban
ዝህቦም, zhbom
እናንቀጥቀጡ, 'nanqäTqäTu
መለስኩሉ, mäläskulu
ዘምለጠ, zämläTä
ማሕሊን, maħlin
ኣይሀቦምን, 'ayhäbomn
ሰምቢዶም, sämbidom
ኪበጽሕ, kibäṣħ
ድርቅና, drqna
ኣይዐርፍን, 'ayʕärfn
ይኣክል, y'akl
ወሰንተኛ, wäsäntäña
ንዘርኡ, nzär'u
ህዝቢዚ, hzbizi
ዘርኦም, zär'om
እጸልኦ, 'ṣäl'o
እጽሕፈልኩም, 'ṣħfälkum
ከሎስ, kälos
መዛሙርተይ, mäzamurtäy
ወይኒውን, wäyniwn
ነፍሶምን, näfsomn
ቤትኩም, betkum
ኣውያተይ, 'awyatäy
ዕንቍን, ʕnqʷn
ስርቂ, srqi
ሓሰኻ, ħasäKa
ተኸዲንዎ, täKädinwo
ኺመላለሱ, Kimälaläsu
ማሎም, malom
ሰሚዑስ, sämiʕus
ኣቢሉውን, 'abiluwn
ሓጢኣትኪ, ħaTi'atki
ይገዝእ, ygäz'
ፍራሳት, frasat
ምእዛዝ, m'zaz
መቕደሱውን, mäQdäsuwn
ግዝእቱ, gz'tu
ኣይከኣላን, 'aykä'alan
ዝሰዐሮ, zsäʕäro
ጴዖር, Peʕor
ሕጉ, ħgu
እተኸድኑ, 'täKädnu
ቕልጽምን, Qlṣmn
ተግሳጽን, tägsaṣn
ዚዛረቦ, zizaräbo
ንመዓሙቚ, nmäʕamuQʷi
ኪገብርን, kigäbrn
ሞኣባዊት, mo'abawit
ንእስነትካ, n'snätka
ብቓና, bQana
ዝበሰለ, zbäsälä
ተጠንቂቕኩም, täTänqiQkum
ቐሪባ, Qäriba
ከይብል, käybl
ንመላገጺ, nmälagäṣi
ቕተለኒ, Qtäläni
ኣባታተን, 'abatatän
እተሰቕለ, 'täsäQlä
ኪዀነኒ, kikʷänäni
ደቂሳ, däqisa
ይሰፍሩ, ysäfru
ዘለውዋ, zäläwwa
ዮና, yona
ፈጸሙ, fäṣämu
ክጽሕፎ, kṣħfo
ዚመልስ, zimäls
ዜራሓውያን, zeraħawyan
ብኹሉ, bKulu
ሰውኣዮ, säw'ayo
ተቐመጢ, täQämäTi
ዘይከውንሲ, zäykäwnsi
ረቢ, räbi
ሂበዮም, hibäyom
ምውጻኡ, mwṣa'u
ሓናንያ, ħananya
ጺብዖን, ṣibʕon
ኣሚንኩም, 'aminkum
ሳምናይ, samnay
ተመላለሰ, tämälaläsä
ዚኣቱስ, zi'atus
ተሳጊሮም, täsagirom
ኣየኖት, 'ayänot
ንናቦት, nnabot
ኸምቶም, Kämtom
ነእዳወይ, nä'dawäy
ትበልዑ, tbälʕu
ዅላትኩም, kʷlatkum
ሞትና, motna
ኪቕበልዎ, kiQbälwo
ብሓጢኣቱ, bħaTi'atu
ተዛረባ, täzaräba
ኣእጋሮምን, 'a'garomn
ደቀን, däqän
ሜሌክ, melek
ሓጢያት, ħaTiyat
ኣይመለሰሉን, 'aymäläsälun
ዓሳታት, ʕasatat
ንምግባሩ, nmgbaru
በቕሊ, bäQli
መላእኽቱ, mäla'Ktu
ክትገብሮ, ktgäbro
ዂናት, kʷinat
ዲል, dil
እትብለኒ, 'tbläni
ቊጹራቶም, qʷiṣuratom
ኣቘሞም, 'aQʷämom
ሰምበደ, sämbädä
ዕምባባታት, ʕmbabatat
ምኽሩ, mKru
መሬሞት, märemot
ይዓቢ, yʕabi
በዒንቶም, bäʕintom
ዮባብ, yobab
ሻሎም, šalom
ፊንሃስን, finhasn
ጽዩፍ, ṣyuf
ኪሰግዱሉ, kisägdulu
ቐዳማይን, Qädamayn
ኺሐድር, Kiħädr
ሜስ, mes
ንዘርእኻን, nzär'Kan
ኣልዒለ, 'alʕilä
ሃድን, hadn
ኣይህብን, 'ayhbn
ሰውኡሉ, säw'ulu
ኣባይትና, 'abaytna
ንኢዱ, n'idu
ቢልዳድ, bildad
ዚዛነቕ, zizanäQ
ኣየልቀቖምን, 'ayälqäQomn
ኣእተወና, 'a'täwäna
ንምምጻእ, nmmṣa'
ወቒዖም, wäQiʕom
ኣቦታትኩምን, 'abotatkumn
ክነግር, knägr
ቀብእዎ, qäb'wo
ጥበብካ, Tbäbka
ኣቢሳይ, 'abisay
ብመዝሙር, bmäzmur
ፍትውቲ, ftwti
ጸለመ, ṣälämä
እንታ, 'nta
ኣምጽኣሎም, 'amṣ'alom
ክቐትሎ, kQätlo
ዝምንዋሓ, zmnwaħa
ዕንቍ, ʕnqʷ
ዐሚቑ, ʕämiQu
ዖክራን, ʕokran
ኽትገብርዎ, Ktgäbrwo
ንቐዋሚ, nQäwami
ኽኣ, K'a
መላእኽትን, mäla'Ktn
ኣልዓሉ, 'alʕalu
መሪርን, märirn
ዚንእስ, zin's
ዝኸይድ, zKäyd
ያዋንን, yawann
ሚካኤልን, mika'eln
ዘረባስ, zäräbas
መርሖታቱን, märħotatun
ተባዕትዮን, täbaʕtyon
የዑሽን, yäʕušn
እንጌራና, 'ngerana
ኣይፈቶኹን, 'ayfätoKun
ከተገልግሉ, kätägälglu
ኣዕረጉ, 'aʕrägu
ኺሰርሕ, Kisärħ
እንስሳውን, 'nssawn
ሸዀና, šäkʷäna
ንሲሆን, nsihon
ወይነይ, wäynäy
ቀላጽሙ, qälaṣmu
መኸንትቦታት, mäKäntbotat
ምስታይ, mstay
ርሒብ, rħib
ኺብል, Kibl
ሽደናት, šdänat
ኣብዛሕኪ, 'abzaħki
መርዓትን, märʕatn
ኪጸንዕ, kiṣänʕ
ልስጥራን, lsTran
ንአከኣብ, n'äkä'ab
ኸምኡውን, Käm'uwn
ይኣኽለኒ, y'aKläni
ትሕጐስ, tħgʷäs
ንኣማስያ, n'amasya
ስርዓቱ, srʕatu
ሽታ, šta
ተሪፈን, tärifän
ይምለሶ, ymläso
ዓዳያ, ʕadaya
ኼንድዱ, Kenddu
ዓሚኤል, ʕami'el
ብስኒ, bsni
ተኸፍታ, täKäfta
ይነግር, ynägr
ኣትረሩ, 'aträru
ዝወግእዎ, zwäg'wo
ምጥባር, mTbar
ተግሳጸይ, tägsaṣäy
ጣኦታቶምን, Ta'otatomn
ይሀድም, yhädm
ኩሽ, kuš
ጥራየይ, Trayäy
ያቢን, yabin
ተዋግእዋ, täwag'wa
ኽህባ, Khba
ተሰሚዑ, täsämiʕu
እናበዝሔ, 'nabäzħe
ኣልዐልኩሎም, 'alʕälkulom
ኣይትርእዩንን, 'aytr'yunn
ተዋጊኦም, täwagi'om
ኪሕልዉ, kiħlwu
መብረቕ, mäbräQ
የሆያዳን, yähoyadan
ዔባል, ʕebal
ኣስያፍ, 'asyaf
ብቕንዕናን, bQnʕnan
ግደን, gdän
ብሪዓ, briʕa
ኺመክኽ, KimäkK
ኪዀነልካ, kikʷänälka
ተመቕለ, tämäQlä
ምዀነ, mkʷänä
ዓሞናውያን, ʕamonawyan
ኺጽወር, Kiṣwär
ናባታተን, nabatatän
ሰበርኩ, säbärku
ዝአዘዝኩኻ, z'äzäzkuKa
ቐልዔ, Qälʕe
እተሸጠ, 'täšäTä
በሊዑን, bäliʕun
ናታትኩም, natatkum
ሄሮድያዳ, herodyada
ዘይሰምዕዎ, zäysämʕwo
ዘሰሎሞን, zäsälomon
ቁም, qum
መቓብርውን, mäQabrwn
ወርዳውን, wärdawn
ኣእምሮኛ, 'a'mroña
ተኣሲረ, tä'asirä
ብግህዶ, bghdo
ምራሕ, mraħ
ኻሕሳ, Kaħsa
ኣይተፈልጠን, 'aytäfälTän
ቐርንን, Qärnn
ኣስናን, 'asnan
ሻፋጥ, šafaT
ኣይወረደን, 'aywärädän
በስራዚ, bäsrazi
ኪቐትለኒ, kiQätläni
ነቓዕ, näQaʕ
ብሓቅኻ, bħaqKa
ተድላ, tädla
ለውሃትን, läwhatn
ዝሰማዕናዮ, zsämaʕnayo
ላምን, lamn
ግዝእትኻን, gz'tKan
ኣበሉ, 'abälu
ንምዕያይ, nmʕyay
ነቀወ, näqäwä
ሰይፊውን, säyfiwn
ኣይኸውንን, 'ayKäwnn
እትአትዋ, 't'ätwa
ዓብዪኦም, ʕabyi'om
ሉግ, lug
ይፈትው, yfätw
ምግቦም, mgbom
ጓህን, gʷahn
ንሹማምቲ, nšumamti
ምኽዓው, mKʕaw
ኣጽቀጡ, 'aṣqäTu
በለካ, bäläka
እክይቲ, 'kyti
ኣቦታትካን, 'abotatkan
ዘሎኹምዎ, zäloKumwo
ኢደይውን, 'idäywn
ኣርከብዎ, 'arkäbwo
ኣይትፍርሃዮም, 'aytfrhayom
ጠጠው, TäTäw
ወለዶታት, wälädotat
ሕሩየይ, ħruyäy
ብመንጎ, bmängo
ሰገድሉ, sägädlu
ምልዖ, mlʕo
ይፈትዉ, yfätwu
ንወሰናት, nwäsänat
ስቓየይ, sQayäy
ንሓጥእ, nħaT'
ምስራሕ, msraħ
ዛብዲ, zabdi
ተምበርኪኹ, tämbärkiKu
ኣጥፋእክዎም, 'aTfa'kwom
መዕቈብየይ, mäʕqʷäbyäy
ኣትክልቲ, 'atklti
ቆጵሮስ, qoPros
መሊእኩም, mäli'kum
ስጋይን, sgayn
ተጨነቑ, täČänäQu
ፈራዶ, färado
ዜብልካ, zeblka
ኪዐጥን, kiʕäTn
ይምገብ, ymgäb
ይምስክር, ymskr
በዚውን, bäziwn
እምነትኪ, 'mnätki
ንገረድካ, ngärädka
ዓሚሻዳይ, ʕamišaday
ንደቅኺ, ndäqKi
ኣቤኹም, 'abeKum
ክትወስድ, ktwäsd
ነውርኺ, näwrKi
ምድርናን, mdrnan
ኣሒሉድ, 'aħilud
ኣይከኣሎን, 'aykä'alon
ንቕረብ, nQräb
ኬስሕቱ, kesħtu
ረፋውያን, räfawyan
ሚሻኤልን, miša'eln
ፍቱሕ, ftuħ
ቀላብቲ, qälabti
ዝገበርዎም, zgäbärwom
ይሀቦ, yhäbo
ዝሐደጉ, zħädägu
ኣዘዝካ, 'azäzka
ዘይኣማኒ, zäy'amani
ሻፋንን, šafann
ባርያይን, baryayn
እናመሃረ, 'namäharä
ኣይሰማዕካን, 'aysämaʕkan
ነፍሱውን, näfsuwn
ምንባር, mnbar
እርግናኡ, 'rgna'u
ርስትና, rstna
መሊኤ, mäli'e
እገብሮ, 'gäbro
በላዒ, bälaʕi
ኣይቕረብ, 'ayQräb
እንጌራኡ, 'ngera'u
ብህቦብላ, bhbobla
ቃላቱ, qalatu
ንጉሰይ, ngusäy
ዝሐዛ, zħäza
መጺኡኒ, mäṣi'uni
ኪሐፍሩን, kiħäfrun
ሰቐሎ, säQälo
ክእክበኩም, k'kbäkum
ዓበየ, ʕabäyä
ዘትሐዞ, zätħäzo
ንሃዋርያት, nhawaryat
ዚድርበ, zidrbä
ዚገብርን, zigäbrn
ማሕጸ, maħṣä
ብሱሩ, bsuru
ንዓይ, nʕay
ዙርያኤን, zurya'en
እኣምን, ''amn
እርግና, 'rgna
ስጋውያን, sgawyan
እንቋቚሖ, 'nqʷaQʷiħo
ነጐዳታትን, nägʷädatatn
ኽንከይድ, Knkäyd
ትርፎፍያ, trfofya
ርኤኹውን, r'eKuwn
መሊሱውን, mälisuwn
ህቦብላን, hboblan
ነገስታቶምን, nägästatomn
ናታ, nata
ደቅኹምን, däqKumn
መጐልበቢ, mägʷälbäbi
መንጽሩ, mänṣru
ክትሐልፍ, ktħälf
ቘይሞም, Qʷäymom
ብገጻ, bgäṣa
ኣይተረኽበን, 'aytäräKbän
ሸብና, šäbna
ኣሳን, 'asan
ዜጥፍእዎ, zeTf'wo
ምርኮኦም, mrko'om
ኺበዝሕ, Kibäzħ
ጥልመትን, Tlmätn
ዶር, dor
ኣኽራነይ, 'aKranäy
ሰጐጎ, sägʷägo
ኵለንትናኡ, kʷläntna'u
ወይንስ, wäyns
ንስኻትክን, nsKatkn
ኣማኒ, 'amani
ብጾምን, bṣomn
ዓስብኻ, ʕasbKa
ይዝክር, yzkr
እንድርያስ, 'ndryas
ህይወትና, hywätna
ጐድንኻ, gʷädnKa
ኣይመለሰን, 'aymäläsän
ነንርእሲ, nänr'si
ይወዝውዞ, ywäzwzo
መሳፍንቱን, mäsafntun
ገበራን, gäbäran
ክትህቦም, kthbom
ፍርድታተይ, frdtatäy
ኣሸበሮም, 'ašäbärom
ተማቐልዎ, tämaQälwo
መዓሙቕ, mäʕamuQ
ንሳኦልን, nsa'oln
ገበርካና, gäbärkana
ንስኻትኩምከ, nsKatkumkä
ሕንቅሕንቅሊቶይ, ħnqħnqlitoy
ይረኽቦ, yräKbo
ሽምዒ, šmʕi
እናበልኩም, 'nabälkum
ሓኑን, ħanun
በትረይ, bäträy
መላገጽን, mälagäṣn
ልክዑ, lkʕu
ኣደራሻታ, 'adärašata
መሳገሪታት, mäsagäritat
ምድሓንን, mdħann
ምጥራይ, mTray
ኻብኦም, Kab'om
ሓናኒ, ħanani
ኬድሕነና, kedħnäna
ተወኪለ, täwäkilä
ዓይንና, ʕaynna
ሓድ, ħad
ተበራበረ, täbärabärä
እተቐበልኩምዎ, 'täQäbälkumwo
ኣመኖ, 'amäno
ኪሐድግ, kiħädg
ኖብ, nob
ሓጽብታት, ħaṣbtat
ንዕጨይቲ, nʕČäyti
ጭሕሞም, Čħmom
ክፈርድ, kfärd
ሕጻናትን, ħṣanatn
ኣቤኻ, 'abeKa
ኣዋልድናን, 'awaldnan
መሲሎም, mäsilom
ሰትዩን, sätyun
ስፈሩ, sfäru
ኤዶማዊ, 'edomawi
ዚመጸኒ, zimäṣäni
ኣይነበራን, 'aynäbäran
ነፍስ, näfs
ጭንቀት, Čnqät
ፍርያት, fryat
ይድቅሱ, ydqsu
ይሕዞም, yħzom
ኽንረክብ, Knräkb
ለውሃትካ, läwhatka
ብማሕላ, bmaħla
ኪቘጽር, kiQʷäṣr
እትሰምዕዎ, 'tsämʕwo
ማቱሳላ, matusala
ገበርክዎም, gäbärkwom
ቃሉውን, qaluwn
ብልዕሊኡ, blʕli'u
ቕጫታትን, QČatatn
ባርኖስን, barnosn
ክመልሰካ, kmälsäka
ይቐትሎ, yQätlo
አመኑ, 'ämänu
ሼላ, šela
ነሕዋት, näħwat
ኪቐትልዎምን, kiQätlwomn
ህይወትኩም, hywätkum
ነዒንተይ, näʕintäy
ክትድይብ, ktdyb
ርእየን, r'yän
ብመን, bmän
ቀርሜሎስን, qärmelosn
ብምድሓንካ, bmdħanka
ኣረገ, 'arägä
ኣርጳድን, 'arPadn
ባህውን, bahwn
መሰክሕን, mäsäkħn
ዓሌታትን, ʕaletatn
ሐለቓ, ħäläQa
ደረጃ, däräǧa
ኣኽብሮ, 'aKbro
ብምባሉ, bmbalu
ኣይሕደር, 'ayħdär
ኣርከስዎ, 'arkäswo
ብርእስኹም, br'sKum
ዜፍቅርዎ, zefqrwo
ዀረየ, kʷäräyä
ቤታን, betan
ዘመንን, zämänn
ይዞሩ, yzoru
እኖይ, 'noy
ኸንብር, Känbr
የጥፍኦም, yäTf'om
ስዐቡ, sʕäbu
ውሽጦም, wšTom
ሐዘነ, ħäzänä
ብመከራ, bmäkära
ኣንፊ, 'anfi
ቊመት, qʷimät
ክንድሕን, kndħn
ዚውከሉ, ziwkälu
ምድጃ, mdǧa
ኣይገብሮን, 'aygäbron
ኺለዐል, Kiläʕäl
ሻራ, šara
ምዉታትውን, mwutatwn
ምስክሮም, mskrom
ቀቲሎም, qätilom
እናጨደሩ, 'naČädäru
ሓልዮት, ħalyot
ኪህበኩም, kihbäkum
ጠምቶ, Tämto
ጸድፊ, ṣädfi
ኲርባታት, kʷirbatat
ዝሐሬኽዎ, zħäreKwo
ኲናቱ, kʷinatu
ኪዳንካ, kidanka
ዝፈርሄ, zfärhe
ንባርያኡ, nbarya'u
ብተኣምራትን, btä'amratn
ዝተረፉን, ztäräfun
መሰለሎም, mäsälälom
ቕጽዓቶም, Qṣʕatom
ውዕለቱ, wʕlätu
ኢደይዶ, 'idäydo
ነጕድን, nägʷdn
ዮዛባድ, yozabad
ሕውስዋስ, ħwswas
ንሕግኻ, nħgKa
ዋጋኣ, waga'a
ሸሻን, šäšan
ዛዕጐልን, zaʕgʷäln
ተሰሪሓ, täsäriħa
ኣተንስኣሎም, 'atäns'alom
ድንኳነይ, dnkʷanäy
ብበረኸት, bbäräKät
ወጻእካ, wäṣa'ka
ግምብታትን, gmbtatn
ቝራስ, Qʷras
መራሒ, märaħi
ዘይግብኦ, zäygb'o
በዓትታት, bäʕattat
ነፍሰይን, näfsäyn
ኣበልዎም, 'abälwom
ዝወጾ, zwäṣo
ኣንስትኻን, 'anstKan
ተላዒሉ, tälaʕilu
እተዀልዔ, 'täkʷälʕe
ንስኽን, nsKn
ብጎቦ, bgobo
እትፈርህዎ, 'tfärhwo
ኣይርእዩን, 'ayr'yun
ኣይተትርሩ, 'aytätrru
ዜገልግል, zegälgl
መፍትሒኣ, mäftħi'a
ያሬድ, yared
መሊኦም, mäli'om
ሐለፍኩ, ħäläfku
ኪሰግዱ, kisägdu
ኤድሬዒን, 'edreʕin
ዝዐበዩ, zʕäbäyu
ሐለፈት, ħäläfät
ጠፊኦም, Täfi'om
መሰውኢታትን, mäsäw'itatn
ኣገልጋልን, 'agälgaln
ዘየብል, zäyäbl
ውቑር, wQur
ተጎ, tägo
ኽፍኣትን, Kf'atn
ምድሩን, mdrun
ይኹነልካ, yKunälka
ፈለጣ, fäläTa
እርእዮ, 'r'yo
ተኣኪቡ, tä'akibu
ጻዕረይ, ṣaʕräy
ኣይሰምዕዎን, 'aysämʕwon
ተወድኣ, täwäd'a
ዲቦንን, dibonn
ክፍኣቶም, kf'atom
የልዕሎ, yälʕlo
ደሴታትን, däsetatn
ሓዋ, ħawa
ቂርያትኣርባ, qiryat'arba
ሓያላትን, ħayalatn
ንመንግስትታት, nmängsttat
ለወጠሉ, läwäTälu
ፈጸምዎ, fäṣämwo
ንይቡሳውያንን, nybusawyann
ዓርከይ, ʕarkäy
ፍሕሶ, fħso
ሙሺን, mušin
ሳባን, saban
ቃይናን, qaynan
ደርቤኽዎ, därbeKwo
ሓጢኣትውን, ħaTi'atwn
ኣትረሮ, 'aträro
ዑፌታትን, ʕufetatn
ንኣከኣብ, n'akä'ab
ይፈርሁ, yfärhu
እንስሳታት, 'nssatat
ፍርሁ, frhu
ኣቴና, 'atena
ፈራህ, färah
ዚበቕዑ, zibäQʕu
ፍሉይ, fluy
ሰውእ, säw'
ኣዋርዱ, 'awardu
ርእሰይን, r'säyn
አለዎም, 'äläwom
ዝረኸብኩ, zräKäbku
ዝባደመት, zbadämät
ኣፍሲስካ, 'afsiska
ምዕራቡ, mʕrabu
ይበሎም, ybälom
ኣርዑቱ, 'arʕutu
መኽደኒ, mäKdäni
ዕዮኻ, ʕyoKa
እሰይ, 'säy
ሹዋዊ, šuwawi
እተመደቡ, 'tämädäbu
ንፍቕሪ, nfQri
ይተንስኡ, ytäns'u
ዚውለድ, ziwläd
ሐረድዎም, ħärädwom
መሸጎሪታቱን, mäšägoritatun
ንቅዱስ, nqdus
ሳኦልውን, sa'olwn
ዋዕሮ, waʕro
ሔፈር, ħefär
ኣይህበካን, 'ayhbäkan
ፈተውታ, fätäwta
ምዕናውን, mʕnawn
ጌጋ, gega
ኤሊፈለጥን, 'elifäläTn
መዝገብን, mäzgäbn
ራእይን, ra'yn
ትክን, tkn
መስዋእትኹምን, mäswa'tKumn
ኪብለካ, kibläka
ዝወደቖ, zwädäQo
ይገብሮም, ygäbrom
ጽልግልግ, ṣlglg
መምለኽቲ, mämläKti
ኽገብረኪ, Kgäbräki
ዝፈርሁ, zfärhu
መሳፍንታ, mäsafnta
ካብኣውን, kab'awn
ጻጹት, ṣaṣut
ጽውዓ, ṣwʕa
ከምጽኦ, kämṣ'o
ዝቐደሶን, zQädäson
ዘይነብረላ, zäynäbräla
ሃቐና, haQäna
ባዕላትና, baʕlatna
መጋረጃን, mägaräǧan
ፋሕሸወ, faħšäwä
ሉድን, ludn
ድርብ, drb
ዘኽታማት, zäKtamat
ንመዛግብቲ, nmäzagbti
መዕቈብ, mäʕqʷäb
ጲርዓቶናዊ, Pirʕatonawi
ይከፈታ, ykäfäta
ንናሆር, nnahor
ይመጻ, ymäṣa
ዘውጽኦ, zäwṣ'o
ዚኣኽሉ, zi'aKlu
መጻረፊ, mäṣaräfi
ኣይኣቱን, 'ay'atun
ተቆዓ, täqoʕa
ይከኣሎ, ykä'alo
ዘርጊሔ, zärgiħe
እስታድዮስ, 'stadyos
ዝሐሰብካዮ, zħäsäbkayo
ኪደሊ, kidäli
ዝሰመርኩ, zsämärku
ዮሳፋጥን, yosafaTn
ስርዓታትን, srʕatatn
ኣባኻን, 'abaKan
ይቡሳዊ, ybusawi
መዝገቡ, mäzgäbu
ብምብዛሕ, bmbzaħ
ኣድሐኖ, 'adħäno
ጠንቋሊ, Tänqʷali
ዝኸውንሲ, zKäwnsi
ረአየቶ, rä'äyäto
ምውጻእካን, mwṣa'kan
መበለትን, mäbälätn
ንሰማርያ, nsämarya
መዓልትታትና, mäʕalttatna
ሓንካሳት, ħankasat
ብቝጽሪ, bQʷṣri
ፈረሰ, färäsä
ሚእትታትን, mi'ttatn
ንቕንዕና, nQnʕna
ዚቐልል, ziQäll
ናትና, natna
ነደ, nädä
መንፊት, mänfit
ኣብዮም, 'abyom
ገናሽልን, gänašln
ገነሽልን, gänäšln
ናፍቖት, nafQot
ማልካን, malkan
በደለኛ, bädäläña
ኣይትተንክዩ, 'ayttänkyu
ተገረመ, tägärämä
ዓሻስ, ʕašas
ከዳ, käda
ብጾቱን, bṣotun
ብርትዕቲ, brtʕti
ዚብለኩም, zibläkum
ተውጽእ, täwṣ'
ቕረቡ, Qräbu
ኸንኣን, Kän'an
ምብዛሑ, mbzaħu
ዚጸልኡኻ, ziṣäl'uKa
እምኒውን, 'mniwn
ዘብዴዎስን, zäbdewosn
እቃቤታት, 'qabetat
እጽበ, 'ṣbä
ሳግላ, sagla
ንምህናጽ, nmhnaṣ
ቐረበት, Qäräbät
ኪርእዮ, kir'yo
ብምስማዕ, bmsmaʕ
ኣይትኸውንን, 'aytKäwnn
እተፈጸመ, 'täfäṣämä
ዚፈስስ, zifäss
ቚራዕ, Qʷiraʕ
ጸራቢ, ṣärabi
ኽመጽእ, Kmäṣ'
ፍቕዲ, fQdi
ሽምጢ, šmTi
ስፍራኻ, sfraKa
ንመላለስ, nmälaläs
ራም, ram
ሰበኸ, säbäKä
ዖትኒኤል, ʕotni'el
ብሓረጣ, bħaräTa
ኣይዛረብን, 'ayzaräbn
ኣዝዝ, 'azz
ስየታት, syätat
ለሴታት, läsetat
ትምክሕትና, tmkħtna
ዘክሮ, zäkro
ዚወቅዕ, ziwäqʕ
ተሰዊሩ, täsäwiru
ምሩቕ, mruQ
መናፍስትን, mänafstn
ምዕዶ, mʕdo
ዚኸፍት, ziKäft
ዝበልኩምዎ, zbälkumwo
ኣቢሜሌክን, 'abimelekn
ያቦቅ, yaboq
ሓደስቲ, ħadästi
ቢልቃጥ, bilqaT
ዚሰምዕዎ, zisämʕwo
መሳልል, mäsall
ብበገና, bbägäna
ኪሰድድ, kisädd
ወቕዕዎ, wäQʕwo
ኣከቦ, 'akäbo
ደኸየ, däKäyä
ሰሪሕካ, säriħka
ብምልእታ, bml'ta
ኪግለጽ, kigläṣ
ኣጋጠሞ, 'agaTämo
ሰናብቲ, sänabti
ኪጓስዮም, kigʷasyom
ኵብኵብታ, kʷbkʷbta
መቓብሮም, mäQabrom
ንርእሲ, nr'si
ክሰግድ, ksägd
ዚጸልኡ, ziṣäl'u
ብየማን, byäman
ኣእተወካ, 'a'täwäka
ኸርስኻን, KärsKan
ዘምቢሎም, zämbilom
ዘርግሓ, zärgħa
ናግራም, nagram
ኺነድድ, Kinädd
ንልብኹም, nlbKum
ዚጸልኡኒ, ziṣäl'uni
ይህደሙ, yhdämu
መለሰት, mäläsät
መመሰሊ, mämäsäli
ህዝብዚ, hzbzi
ኣደቀሰቶ, 'adäqäsäto
ንምዕራብን, nmʕrabn
ሸዀናኣ, šäkʷäna'a
እተሻየጣ, 'täšayäTa
ሓማትን, ħamatn
ከበባ, käbäba
ማረኸ, maräKä
በእጋሮም, bä'garom
ይፍጸም, yfṣäm
ንምትዕራቕ, nmtʕraQ
ቈራብቲ, qʷärabti
ምሕረትካን, mħrätkan
ዜብሉን, zeblun
ሐደገ, ħädägä
ገንዘቡን, gänzäbun
ንዮአብ, nyo'äb
ገበልን, gäbäln
ክትመጹ, ktmäṣu
ብመዝሙርን, bmäzmurn
መሰሎም, mäsälom
ኽትንስእ, Ktns'
ዓዶም, ʕadom
ዃሕኳሕ, kʷaħkʷaħ
ጅግል, ǧgl
ጥልቂ, Tlqi
መባርቕ, mäbarQ
ኣይትወጽእን, 'aytwäṣ'n
ጥቓኻ, TQaKa
ቍጥዓኡ, qʷTʕa'u
እትሕሉ, 'tħlu
ቃፍላይ, qaflay
ንኽብረት, nKbrät
ኪቐጽዖ, kiQäṣʕo
ብእብራይስጢ, b'braysTi
ረዓድን, räʕadn
ፈተውተይ, fätäwtäy
ፍላጻን, flaṣan
መዛግብትን, mäzagbtn
ንገላዉ, ngälawu
ኻብዛ, Kabza
ካባናስ, kabanas
ልጓም, lgʷam
ኣወዳትናን, 'awädatnan
መዛሙርቱውን, mäzamurtuwn
ኣኽቲቱ, 'aKtitu
ኽሕሉ, Kħlu
ዓናን, ʕanan
መሸጣ, mäšäTa
ዚኽእልውን, ziK'lwn
ኣዛርያን, 'azaryan
ኣምዑቱ, 'amʕutu
ሃብ, hab
ስብሕቲ, sbħti
ሰርዔ, särʕe
ልዑልውን, lʕulwn
ዚሰምዓኒ, zisämʕani
ከይትገብሩ, käytgäbru
ኣቐመጦ, 'aQämäTo
እንድሕሪ, 'ndħri
ሳህልን, sahln
እህበኩም, 'hbäkum
ጸኒዓ, ṣäniʕa
ምንዝርናን, mnzrnan
ኪሰርሓሉ, kisärħalu
ኽትወልድ, Ktwäld
ድሪም, drim
ዜስቲ, zesti
ንኣምላኽካ, n'amlaKka
ንጽህና, nṣhna
ኣሃዝን, 'ahazn
ኣይከአልን, 'aykä'äln
ብኽንየው, bKnyäw
ይጕዐዙ, ygʷʕäzu
