list, Map1
לִבְנֵי־קֹרַח, livney־qoraħ
עַמִי, ʕamiy
עִמִי, ʕimiy
הָיִיתִי, hayiytiy
אֹהֵב, 'ohev
אָהֵב, 'ahev
אֱנוֹֹשׁ, 'enwoš
אֲזַמְרָה, 'azamrah
אֲזַמֵרָה, 'azamerah
דֹבְרֵי, dovrey
דְבָרַי, dvaray
דִבְרֵי, divrey
לַמְדֵנִי, lamdeniy
מִשְׁפָּטֶיךָ, mišpaṭeyxa
בָּטַחְתִי, baṭaħtiy
בָּטָחְתִי, baṭaħtiy
בָטַחְתִי, vaṭaħtiy
בָטָחְתִי, vaṭaħtiy
חָמָס, ħamas
חֲמַס, ħamas
חֶרְפָּה, ħerpah
יָמָי, yamay
יְמֵי, ymey
יָמַי, yamay
כָלוּ, xalu
כֻּלוֹֹ, kulwo
כָּלוּ, kalu
כָּלוּ, kalu
לָאָרֶץ, la'aret͡s
רֹאשׁ, ro'š
יִתֵן, yiten
אִמְרָתְךָ, 'imratxa
אִמְרָתֶךָ, 'imratexa
הֲלֹא, halo'
חַיֵנִי, ħayeniy
יוֹֹם, ywom
אֵשׁ, 'eš
מִצְרַיִם, mit͡srayim
מִצְרָיִם, mit͡srayim
קוּמָה, qumah
פִקֻודֶיךָ, fiquwdeyxa
פִקוּדֶיךָ, fiqudeyxa
פִּקוּדֶיךָ, piqudeyxa
יָדַעְתָ, yadaʕta
יָדָעְתָ, yadaʕta
יֹדַעַת, yodaʕat
ידעת, ydʕt
יְרַנֵנוּ, yranenu
יְרַנְנוּ, yrannu
יְהוּדָה, yhudah
עֵדֹתֶיךָ, ʕedoteyxa
בַדֶרֶךְ, vaderex
בַּדֶרֶךְ, baderex
בַּדָרֶךְ, badarex
בְּדֶרֶךְ, bderex
עַבְדוֹֹ, ʕavdwo
עִבְדוּ, ʕivdu
דוֹֹר, dwor
דוֹֹר, dwor
מַלְכִּי, malkiy
מַלְכֵי, malxey
ענוים, ʕnwym
עֲנָוִים, ʕanawiym
צִדְקֶךָ, t͡sidqexa
מִלֵא, mile'
מַלֵא, male'
מָלֵא, male'
שִׁירוּ, šiyru
עָשִׂיתָ, ʕasiyta
אָשִׁירָה, 'ašiyrah
כְמוֹֹ, xmwo
כְּמוֹֹ, kmwo
תָמִים, tamiym
תָמִים, tamiym
שְׁאוֹֹל, š'wol
שָׁאוּל, ša'ul
שְׁאוֹֹל, š'wol
וְלַיְלָה, wlaylah
וָלָיְלָה, walaylah
וָלַיְלָה, walaylah
וְיִשְׂמְחוּ, wyismħu
וְיִשְׂמָחוּ, wyismaħu
וַיִשְׂמְחוּ, wayismħu
דָרַךְ, darax
דָרֶךְ, darex
דָרֶךְ, darex
דֶרֶךְ, derex
דֶרֶךְ, derex
מְבַקְשֵׁי, mvaqšey
בְּכִנוֹֹר, bxinwor
בְכִנוֹֹר, vxinwor
יָדַעְתִי, yadaʕtiy
יְדַבְּרוּ, ydabru
יְדַבֵּרוּ, ydaberu
תְפִלָה, tfilah
תְפִלָה, tfilah
יָרְאָה, yar'ah
יִרְאֶה, yir'eh
יִרְאָה, yir'ah
יֵרָאֶה, yera'eh
רוּחַ, ruħa
סָבִיב, saviyv
צוּרִי, t͡suriy
יְמִין, ymiyn
יָמִין, yamiyn
שָׁמְעָה, šamʕah
שִׁמְעָה, šimʕah
מִסְפָּר, mispar
מִסֵפֶר, misefer
מִסַפֵּר, misaper
לְנַפְשִׁי, lnafšiy
וַיהוָה, wayhwah
בְּשֵׁם, bšem
בְשֵׁם, všem
יֹאמֵרוּ, yo'meru
יֹאמְרוּ, yo'mru
לְבַב, lvav
לֵבָב, levav
בֵיתֶךָ, veytexa
בֵיתְךָ, veytxa
בֵּיתֶךָ, beytexa
בֵּיתְךָ, beytxa
מִשָׁמַיִם, mišamayim
יְבֹרָךְ, yvorax
יְבֹרַךְ, yvorax
יְבָרֵךְ, yvarex
תָבוֹֹא, tavwo'
תָבוֹֹא, tavwo'
אֱלֹהֶיךָ, 'eloheyxa
אֱלֹהַיִךְ, 'elohayix
פָּנָיו, panayw
פָנָיו, fanayw
דְרָכַי, draxay
דַרְכִּי, darkiy
דְרָכַי, draxay
דְרָכָי, draxay
דַרְכֵי, darxey
נַפְשָׁם, nafšam
עִיר, ʕiyr
כָּל־פֹּעֲלֵי, kal־poʕaley
הַוּוֹֹת, hauwot
עֵדוּת, ʕedut
מַעֲשַׂי, maʕasay
מַעֲשֵׂי, maʕasey
אַפֶּךָ, 'apexa
אַפְּךָ, 'apxa
לֵאלֹהָי, le'lohay
לֵאלֹהֵי, le'lohey
לֵאלֹהַי, le'lohay
לְאֵל, l'el
לָאֵל, la'el
הֶאָח, he'aħ
הָאֵל, ha'el
יֹאבֵדוּ, yo'vedu
יֹאבְדוּ, yo'vdu
מְתֵי, mtey
מָתַי, matay
כְּחַסְדֶךָ, kħasdexa
כְּחַסְדְךָ, kħasdxa
כְחַסְדֶךָ, xħasdexa
וָאָרֶץ, wa'aret͡s
וְאֶרֶץ, w'eret͡s
שָׂנֵאתִי, sane'tiy
הָיוּ, hayu
עַד־מָתָי, ʕad־matay
עַד־מָתַי, ʕad־matay
יוֹֹדוּךָ, ywoduxa
חַיַי, ħayay
חַיָי, ħayay
יִשְׁלַח, yišlaħ
יְשַׁלַח, yšalaħ
מִצִיוֹֹן, mit͡siywon
יֵצֵא, yet͡se'
יָצָא, yat͡sa'
יֹצֵא, yot͡se'
מִמְךָ, mimxa
מִמֶךָּ, mimeka
מִמֶךָ, mimexa
וְנִפְלְאוֹֹתָיו, wnifl'wotayw
עֲלֵיהֶם, ʕaleyhem
וִיהִי, wiyhiy
וַיְהִי, wayhiy
וַיֶהִי, wayehiy
מִיַד, miyad
יַדְבֵּר, yadber
יְדַבֵּר, ydaber
עָלֵינוּ, ʕaleynu
מִשְׁפָּטִי, mišpaṭiy
מִשֹׁפְטֵי, mišofṭey
מִשְׁפְּטֵי, mišpṭey
יָדֶיךָ, yadeyxa
לֵב, lev
אוֹֹדֶה, 'wodeh
תְהִלָה, thilah
תְהִלָה, thilah
לַעֲשׂוֹֹת, laʕaswot
בְּצִדְקָתְךָ, bt͡sidqatxa
בְצִדְקָתֶךָ, vt͡sidqatexa
בְּצִדְקָתֶךָ, bt͡sidqatexa
כְבוֹֹדוֹֹ, xvwodwo
כְּבוֹֹדוֹֹ, kvwodwo
צִדְקָתֶךָ, t͡sidqatexa
צִדְקָתְךָ, t͡sidqatxa
מֵאֶרֶץ, me'eret͡s
חָדָשׁ, ħadaš
חַדֵשׁ, ħadeš
מִנִי, miniy
מֶנִי, meniy
בְּרִיתוֹֹ, briytwo
בְרִיתוֹֹ, vriytwo
כֹּזֵב, kozev
כָּזָב, kazav
כָזָב, xazav
נְהָרוֹֹת, nharwot
נַהֲרוֹֹת, naharwot
עָלֶיךָ, ʕaleyxa
עֲמַל, ʕamal
עָמָל, ʕamal
מִצְוֺתֶיךָ, mit͡swoteyxa
דַרְכֶּךָ, darkexa
נֶגֶד, neged
נָכוֹֹן, naxwon
כַּצֹאן, kat͡so'n
כַצֹאן, xat͡so'n
כְּצֹאן, kt͡so'n
שָׂדָי, saday
שָׂדַי, saday
שַׁדַי, šaday
פִי, fiy
פִּי, piy
בְּקוֹֹל, bqwol
לְיִשְׂרָאֵל, lyisra'el
זֵדִים, zediym
עֻזֶךָ, ʕuzexa
עֻזְךָ, ʕuzxa
רָעָתִי, raʕatiy
בְּסֵתֶר, bseter
בְסֵתֶר, vseter
בַסֵתֶר, vaseter
בָטְחוּ, vaṭħu
בִּטְחוּ, biṭħu
בָּטְחוּ, baṭħu
כֻּלָם, kulam
בְצֶדֶק, vt͡sedeq
בְּצֶדֶק, bt͡sedeq
אָשִׂיחָה, 'asiyħah
מִשְׂגַבִּי, misgabiy
תְהִלָתוֹֹ, thilatwo
לְאֻמִים, l'umiym
בְּלִבּוֹֹ, blibwo
קָדְשֶׁךָ, qadšexa
קָדְשְׁךָ, qadšxa
אָזְנֵךְ, 'aznex
אָזְנְךָ, 'aznxa
אָזְנֶךָ, 'aznexa
בִּרְכַּי, birkay
בָּרֲכִי, baraxiy
אוֹֹיְבָי, 'woyvay
אוֹֹיְבַי, 'woyvay
אוֹֹיְבֵי, 'woyvey
לַיְלָה, laylah
לַיְלָה, laylah
לָיְלָה, laylah
אִירָא, 'iyra'
אֱמוּנָתֶךָ, 'emunatexa
אֱמוּנָתְךָ, 'emunatxa
וַיִתֵן, wayiten
לִשְׁאוֹֹל, liš'wol
לְשָׁאוּל, lša'ul
אֶת־שֵׁם, 'et־šem
שָׁוְא, šaw'
בֹּטֵחַ, boṭeħa
בָּטֻחַ, baṭuħa
בְּטַח, bṭaħ
בָטַח, vaṭaħ
יָדָיו, yadayw
מְרֵעִים, mreʕiym
עָלָיו, ʕalayw
וָאֶשְׁמְרָה, wa'ešmrah
וְאֶשְׁמְרָה, w'ešmrah
מַהֵר, maher
מֵהַר, mehar
הוֹֹשִׁיעָה, hwošiyʕah
יִרְאֵי, yir'ey
וְעַד־עוֹֹלָם, wʕad־ʕwolam
וְתוֹֹרָתְךָ, wtworatxa
שָׁכָחְתִי, šaxaħtiy
נוֹֹרָא, nwora'
בְּתוֹֹךְ, btwox
רְמִיָה, rmiyah
יוֹֹדוּ, ywodu
הָבוּ, havu
יֹדֵעַ, yodeʕa
יֵדָע, yedaʕ
יָדַע, yadaʕ
יְשָׁרִים, yšariym
אֵת, 'et
אֶת, 'et
וַאֲנַחְנוּ, wa'anaħnu
תַחֲנוּנַי, taħanunay
תַחֲנוּנָי, taħanunay
דרכו, drxw
דַרְכּוֹֹ, darkwo
דָרְכוּ, darxu
חָסִיתִי, ħasiytiy
לַצַדִיק, lat͡sadiyq
חַיִל, ħayil
חָיִל, ħayil
חִיל, ħiyl
בְּבֵית, bveyt
עַד־מְאֹד, ʕad־m'od
יִרְאוּ, yir'u
יָרְאוּ, yar'u
יְראוּ, yr'u
בַלַיְלָה, valaylah
בַלָיְלָה, valaylah
בַּלָיְלָה, balaylah
מַחְסִי, maħsiy
עַל־יְהוָה, ʕal־yhwah
בָּה, bah
בָה, vah
כָּל־גוֹֹיִם, kal־gwoyim
יִשְׁמָע, yišmaʕ
יִשְׁמַע, yišmaʕ
נַפְשׁוֹֹ, nafšwo
יִשְׂמָחוּ, yismaħu
יְשַׂמְחוּ, ysamħu
יִשְׂמְחוּ, yismħu
לִבּוֹֹ, libwo
נָתַתָה, natatah
רַחֲמֶיךָ, raħameyxa
הֲבִינֵנִי, haviyneniy
מִכְתָם, mixtam
סְבָבוּנִי, svavuniy
סבבוני, svvwny
לָשׁוֹֹן, lašwon
לְשׁוֹֹן, lšwon
עָבָרוּ, ʕavaru
עָבְרוּ, ʕavru
אֵלָיו, 'elayw
לִשְׁמֹר, lišmor
רָאָה, ra'ah
רְאֵה, r'eh
רָאוּ, ra'u
וְעַל, wʕal
כִדְבָרֶךָ, xidvarexa
כִּדְבָרְךָ, kidvarxa
כִּדְבָרֶךָ, kidvarexa
הָרִיעוּ, hariyʕu
לַדוֹֹר, ladwor
לְדוֹֹר, ldwor
וּרְאֵה, ur'eh
לְעַמוֹֹ, lʕamwo
וְיִירְאוּ, wyiyr'u
וְיִירָאוּ, wyiyra'u
וַיִירְאוּ, wayiyr'u
אֶשָׂא, 'esa'
יָשׁוּבוּ, yašuvu
נַפְשֵׁנוּ, nafšenu
מַעֲשֶׂיךָ, maʕaseyxa
לִבָּם, libam
קְדוֹֹשׁ, qdwoš
קָדוֹֹשׁ, qadwoš
בְצִיוֹֹן, vt͡siywon
בְּצִיוֹֹן, bt͡siywon
בְּשִׁמְךָ, bšimxa
לְנֶגֶד, lneged
צַוֵּה, t͡saueh
צִוָּה, t͡siuah
עֲוֺן, ʕawon
עָוֺן, ʕawon
כִּמְעַט, kimʕaṭ
אִמִי, 'imiy
אַף, 'af
רוּחִי, ruħiy
וְחָנֵנִי, wħaneniy
בַּצָר, bat͡sar
בַּצַר, bat͡sar
אֶבְיוֹֹן, 'evywon
זוּ, zu
זוֹֹ, zwo
אַל־תִרְחַק, 'al־tirħaq
אַל־תִרְחָק, 'al־tirħaq
אֲל־תִרְחַק, 'al־tirħaq
אוֹֹר, 'wor
לְשׁוֹֹנָם, lšwonam
רַבָּה, rabah
אֶל־אֱלֹהִים, 'el־'elohiym
בְכָל־עֵת, vxal־ʕet
בְּכָל־עֵת, bxal־ʕet
תֹאבֵד, to'ved
תֹאבַד, to'vad
תְאַבֵּד, t'abed
וְאָמַר, w'amar
וָאֹמַר, wa'omar
עִמָנוּ, ʕimanu
נָפְלוּ, naflu
נָפָלוּ, nafalu
בָּנֶיךָ, baneyxa
בָּנַיִךְ, banayix
בָנֶיךָ, vaneyxa
וֵאלֹהַי, we'lohay
וֵאלֹהָי, we'lohay
בּוֹֹר, bwor
בוֹֹר, vwor
עַוְלָה, ʕawlah
עוֹֹלָה, ʕwolah
רַבַּת, rabat
וְיֹאמַר, wyo'mar
וַיֹאמֶר, wayo'mer
וַיֹאמַר, wayo'mar
יָם, yam
צָרָה, t͡sarah
עוּרָה, ʕurah
בַבֹּקֶר, vaboqer
בַּבֹּקֶר, baboqer
אֶת־פָּנֶיךָ, 'et־paneyxa
עָלָה, ʕalah
עֹלֶה, ʕoleh
אַל־תֶחֱרַשׁ, 'al־teħeraš
הַכָּבוֹֹד, hakavwod
אֲסַפְּרָה, 'asaprah
צָרַי, t͡saray
צָרָי, t͡saray
בְמִשְׁפָּט, vmišpaṭ
בַּמִשְׁפָּט, bamišpaṭ
בְּמִשְׁפָּט, bmišpaṭ
לָכֵן, laxen
לְבַבְכֶם, lvavxem
דָמִים, damiym
דָמִים, damiym
נַחְלָה, naħlah
נַחֲלָה, naħalah
בְּקִרְבִּי, bqirbiy
קָרָאוּ, qara'u
קִרְאוּ, qir'u
קָרְאוּ, qar'u
חַסְדֵי, ħasdey
חַסְדִי, ħasdiy
יָשׁוּב, yašuv
ישוב, yשwv
פְּרִי, priy
דְבָרֶךָ, dvarexa
דְבָרֶךָ, dvarexa
דְבָרְךָ, dvarxa
יָדִין, yadiyn
יִחָלְתִי, yiħaltiy
עַד, ʕad
בָּאוּ, ba'u
בֹּאוּ, bo'u
בָאוּ, va'u
בְּעִיר, bʕiyr
בָּעִיר, baʕiyr
קְרָאתִיךָ, qra'tiyxa
זֹבֵחַ, zoveħa
זְבַח, zvaħ
זֶבַח, zevaħ
עֶרֶב, ʕerev
עָרֹב, ʕarov
עֲרֹב, ʕarov
עֹרֵב, ʕorev
עַד־אָנָה, ʕad־'anah
אָבוֹֹא, 'avwo'
הַקְשִׁיבָה, haqšiyvah
נֹשֵׂא, nose'
נָשֻׂא, nasu'
נְשָׂא, nsa'
אֶרֶךְ, 'erex
אֹרֶךְ, 'orex
הִיא, hiy'
היא, hy'
וְיַחְפְּרוּ, wyaħpru
גִבּוֹֹר, gibwor
גִבּוֹֹר, gibwor
תְהִלָתְךָ, thilatxa
תְהִלָתֶךָ, thilatexa
תַנְחֵנִי, tanħeniy
תַנְחֵנִי, tanħeniy
אֹיְבֶיךָ, 'oyveyxa
בַּקֹדֶשׁ, baqodeš
בַקֹדֶשׁ, vaqodeš
כְּאִמְרָתְךָ, k'imratxa
כְאִמְרָתְךָ, x'imratxa
כְּאִמְרָתֶךָ, k'imratexa
נָפֶשׁ, nafeš
נֶפֶשׁ, nefeš
בָם, vam
בָּם, bam
עָצֵמוּ, ʕat͡semu
עָצְמוּ, ʕat͡smu
חֲשֹׂךְ, ħasox
חֹשֶׁךְ, ħošex
וַיָבֵא, wayave'
וְיָבֹא, wyavo'
וַיָבֹא, wayavo'
בָעַמִים, vaʕamiym
יְהַלְלוּ, yhallu
לוּלֵי, luley
בִּקְהַל, biqhal
בְּקָהָל, bqahal
נִפְלָאוֹֹת, nifla'wot
נְדָרַי, ndaray
נְדָרָי, ndaray
מָוֶת, mawet
נֶגְדֶךָ, negdexa
נֶגְדְךָ, negdxa
וְצִדְקָתְךָ, wt͡sidqatxa
עַד־עוֹֹלָם, ʕad־ʕwolam
וְעַם, wʕam
וְעִם, wʕim
לִירֵאָיו, liyre'ayw
שַׁעֲשֻׁעָי, šaʕašuʕay
אֹהֲבֵי, 'ohavey
אֹהֲבַי, 'ohavay
שִׂמְחָה, simħah
שְׂמֵחָה, smeħah
בְּפִיהֶם, bfiyhem
כֻלָה, xulah
כַּלֵה, kaleh
כַלֵה, xaleh
כָּלָה, kalah
אֲשַׁלֵם, 'ašalem
יְשׁוּעוֹֹת, yšuʕwot
הַגֶבֶר, hagever
חוּשָׁה, ħušah
בְּיַעֲקֹב, byaʕaqov
בְיַעֲקֹב, vyaʕaqov
עֵינָיו, ʕeynayw
חִנָם, ħinam
יְמִינוֹֹ, ymiynwo
יָמֵינוּ, yameynu
בְּרֹב, brov
בִּישׁוּעָתֶךָ, biyšuʕatexa
כַּפַּי, kapay
כַפָּי, xapay
