list, Map1
חֻקַת, ħuqat
הַכְּרֻבִים, hakruviym
שַׁבַּת, šabat
שָׁבַת, šavat
שַׁבָּת, šabat
כִּי־אֲנִי, kiy־'aniy
מִן־הָהָר, min־hahar
שְׁלֹשִׁים, šlošiym
תֶבֶן, teven
בְרִיחִם, vriyħim
בְּחֹדֶשׁ, bħodeš
בַּחֹדֶשׁ, baħodeš
וְאֶת־כַּנוֹֹ, w'et־kanwo
תִהְיֶיןָ, tihyeyna
בַּטַבָּעֹת, baṭabaɣot
בְּטַבְּעֹת, bṭabɣot
בְּיָדֶךָ, byadexa
בְיָדֶךָ, vyadexa
בְּיָדְךָ, byadxa
אֶל־אֲחֹתָה, 'el־'aħotah
אָכְלוֹֹ, 'axlwo
אָכְלוּ, 'axl
בְּמַיִם, bmayim
בַּמַיִם, bamayim
בַּמָיִם, bamayim
שָׁלֹשׁ, šaloš
בְּאָזְנֵי, b'azney
דֶרֶךְ, derex
לְעֻמַת, lɣumat
מַדוּעַ, madɣa
עָלֶיהָ, ɣaleyha
וַתֹאמֶר, wato'mer
עַל־רֹאשׁ, ɣal־ro'š
שְׂפַת, Sfat
מִיַד, miyad
הַכַּפֹּרֶת, hakaporet
יְדַבֵּר, ydaber
אֶהְיֶה, 'ehyeh
כָּל־בְּכוֹֹר, kal־bxwor
כָל־בְּכוֹֹר, xal־bxwor
לֵב, lev
כָּל־הַדְבָרִים, kal־hadvariym
הָרִאשׁוֹֹן, hari'šwon
וּלְאַהֲרֹן, l'aharon
אֲשֶׁר־צִוָּה, 'ašer־ṣiah
רוּחַ, rħa
לְשַׁלֵחַ, lšaleħa
לְשַׁלַח, lšalaħ
אֶת־הַמְנֹרָה, 'et־hamnorah
בְיָדוֹֹ, vyadwo
בְּיָדוֹֹ, byadwo
אֶל־הַר, 'el־har
תְחָשִׁים, tħašiym
הָאֵפוֹֹד, ha'efwod
הַשַׁבָּת, hašabat
לְדֹרֹתָם, ldorotam
אֵשׁ, 'eš
פָּקֹד, paqod
פֻּקַד, puqad
פֹּקֵד, poqed
שִׁשָׁה, šišah
אֶת־הָאָרֹן, 'et־ha'aron
מֵאָה, me'ah
כִּדְבַר, kidvar
כְּדַבֵּר, kdaber
יְהוֹֹשֻׁעַ, yhwošuɣa
וְהָיְתָה, whaytah
גְדֹלָה, gdolah
כָּל־עֲדַת, kal־ɣadat
שְׁלֹשֶׁת, šlošet
שִׁלְשֹׁם, šilšom
חֵן, ħen
צָפוֹֹן, ṣafwon
לַבַּדִים, labadiym
לְבַדִים, lvadiym
וְעַל, wɣal
עִמָכֶם, ɣimaxem
כְתֵפֹת, xtefot
כִּתְפֹת, kitfot
כִתְפֹת, xitfot
כְּתֵפֹת, ktefot
וְשִׁבְעִים, wšivɣiym
אֶת־יָדוֹֹ, 'et־yadwo
וְרָאָה, wra'ah
וּרְאֵה, r'eh
בָּתִים, batiym
הַמִדְבָּר, hamidbar
לְדַבֵּר, ldaber
וַיהוָה, wayhwah
