list, Map1
שְׁחֹרוֹֹת, šħorwot
מְלֻמְדֵי, mlumdey
הַצֹאן, haṣo'n
פָּנָה, panah
אֲחַזְתִיו, 'aħaztiyw
מֵעָלַי, meɣalay
תוּרַק, traq
נֹטֵרָה, noṭerah
דָגוּל, dagl
עֵינָיו, ɣeynayw
עוּרִי, ɣriy
נָתְנוּ, natn
עִמָךְ, ɣimax
מְגָדִים, mgadiym
הִגִיעַ, higiyɣa
אִם־יִתֵן, 'im־yiten
אַפִּרְיוֹֹן, 'apirywon
בְּעִקְבֵי, bɣiqvey
שִׁלְטֵי, šilṭey
כַּפּוֹֹת, kapwot
צָפוֹֹן, ṣafwon
אֶהְיֶה, 'ehyeh
וּבוֹֹאִי, vwo'iy
פַגֶיהָ, fageyha
מֵעֲסִיס, meɣasiys
עַל־זְרוֹֹעֶךָ, ɣal־zrwoɣexa
וַעֲלָמוֹֹת, waɣalamwot
וַיְהַלְלוּהָ, wayhallha
אַרְפֶּנוּ, 'arpen
אֲשֶׁר, 'ašer
תֵדְעִי, tedɣiy
יַעְרִי, yaɣriy
מֵעֲצֵי, meɣaṣey
וּמוּם, mm
, 
עוֹֹמֵד, ɣwomed
אֶת־מַרְאַיִךְ, 'et־mar'ayix
הָיִיתִי, hayiytiy
וְנֹזְלִים, wnozliym
נְמֵרִים, nmeriym
כְּמוֹֹצְאֵת, kmwoṣ'et
חִמַדְתִי, ħimadtiy
בְדַבְּרוֹֹ, vdabrwo
זֶה, zeh
בּוֹֹז, bwoz
וּבָרְחֹבוֹֹת, varħovwot
אֶת־פִּרְיוֹֹ, 'et־pirywo
בִּטְנֵךְ, biṭnex
נָא, na'
כְּתִימֲרוֹֹת, ktiymarwot
הַיוֹֹשֶׁבֶת, haywoševet
נִמְלָא־טָל, nimla'־ṭal
סַפִּירִים, sapiyriym
יָרַדְתִי, yaradtiy
לְאִמָה, l'imah
מִן־הַגִלְעָד, min־hagilɣad
אֲרָזִים, 'araziym
צִיוֹֹן, ṣiywon
חֲדָשִׁים, ħadašiym
תַרְבִּיץ, tarbiyṣ
חֲתֻנָתוֹֹ, ħatunatwo
וְחֶרְמוֹֹן, wħermwon
שִׂפְתוֹֹתַיִךְ, Siftwotayix
מְדַלֵג, mdaleg
הִרְהִיבֻנִי, hirhiyvuniy
הַיָיִן, hayayin
לִרְעוֹֹת, lirɣwot
[הַסְתָיו], [hastayw]
יִשְׁטְפוּהָ, yišṭfha
אַף, 'af
שֶׁחוֹֹלַת, šeħwolat
הַרְאִינִי, har'iyniy
נִרְדִי, nirdiy
שְׂנִיר, Sniyr
בְּרַח, braħ
וְלִבִּי, wlibiy
עָנָה, ɣanah
כִּי־הִנֵה, kiy־hineh
מְעֻלֶפֶת, mɣulefet
מִמְעֹנוֹֹת, mimɣonwot
עִם־נְרָדִים, ɣim־nradiym
יָדָיו, yadayw
כָּל־עֲצֵי, kal־ɣaṣey
עֶדְרֵי, ɣedrey
טוֹֹבִים, ṭwoviym
בַּנְעָלִים, banɣaliym
מִפַּחַד, mipaħad
חֲדָרָיו, ħadarayw
שְׁחַרְחֹרֶת, šħarħoret
אַגַן, 'agan
דוֹֹבֵב, dwovev
עַמִי־נָדִיב, ɣamiy־nadiyv
פָּז, paz
דוֹֹדִים, dwodiym
צְאֶינָה, ṣ'eynah
חִבְּלַתְךָ, ħiblatxa
בַּתֹרִים, batoriym
נֵרְדְ, nerd
הָעֲמָקִים, haɣamaqiym
בָּעֲטָרָה, baɣaṭarah
תָשׁוּרִי, tašriy
אֶת־קוֹֹלֵךְ, 'et־qwolex
כְּפָרִים, kfariym
וְשָׁדַיִךְ, wšadayix
הַחֹמוֹֹת, haħomwot
