list, Map1
עָלֶיהָ, ʕaleyha
עָלֶיהָ, ʕaleyha
הַדָם, hadam
צֹאנֶךָ, co'nexa
צֹאנְךָ, co'nxa
וִיהִי, wiyhiy
וַיְהִי, wayhiy
אֲשֶׁר־אַתָה, 'ašer־'atah
לְיִרְאָה, lyir'ah
עַל־פִּי, ʕal־piy
מִשְׁפָּט, mišpaṭ
מִשְׁפַּט, mišpaṭ
לְאַהֲבָה, l'ahavah
לְאִישׁ, l'iyš
לָאִישׁ, la'iyš
אֲנָשִׁים, 'anašiym
פָנִים, faniym
פָּנִים, paniym
בְּכָל־לְבָבְךָ, bxal־lvavxa
יִשְׁמָעוּ, yišmaʕ
יִשְׁמְעוּ, yišmʕ
אֵין, 'eyn
הַלְוִיִם, halwiyim
קוֹֹל, qwol
וּדְבָשׁ, dvaš
וּדְבַשׁ, dvaš
וּלְיַעֲקֹב, lyaʕaqov
וּשְׁמַרְתֶם, šmartem
אֶת־הַדָבָר, 'et־hadavar
אֶת־הַדָבֶר, 'et־hadaver
רְאֵה, r'eh
לְיִצְחָק, lyicħaq
עַל־כֵּן, ʕal־ken
יָבֹא, yavo'
בָּרוּךְ, barx
לִפְנֵיכֶם, lifneyxem
רֵעֲךָ, reʕaxa
רֵעֶךָ, reʕexa
אִם־לֹא, 'im־lo'
אֶת־דִבְרֵי, 'et־divrey
אֶת־דְבָרָי, 'et־dvaray
אֶת־דְבָרַי, 'et־dvaray
גַם, gam
גַם, gam
וַיְדַבֵּר, waydaber
יָדִי, yadiy
יָדָי, yaday
יְדֵי, ydey
וּלְמַעַן, lmaʕan
אֶל־הַמָקוֹֹם, 'el־hamaqwom
וְשָׁמַעְתָ, wšamaʕta
וְשָׁמָעְתָ, wšamaʕta
עַמוֹֹ, ʕamwo
עִמוֹֹ, ʕimwo
שָׁנִים, šaniym
שְׁנַיִם, šnayim
שְׁנֵים, šneym
תִירָא, tiyra'
תִירָא, tiyra'
דִבְרֵי, divrey
דְבָרַי, dvaray
דִבְרֵי, divrey
חַיֶיךָ, ħayeyxa
מֵעִמָךְ, meʕimax
זִקְנֵי, ziqney
עֵינְךָ, ʕeynxa
עֵינֶךָ, ʕeynexa
וְהָיוּ, whay
גְדֹלִים, gdoliym
גְדִלִים, gdiliym
בְּחֹרֵב, bħorev
עוֹֹג, ʕwog
לַמִלְחָמָה, lamilħamah
גוֹֹי, gwoy
גוֹֹי, gwoy
אֹתְךָ, 'otxa
אִתְךָ, 'itxa
אֹתָךְ, 'otax
וְשָׂמַחְתָ, wsamaħta
אֲלֵהֶם, 'alehem
נָתַן־לְךָ, natan־lxa
נֹתֵן־לְךָ, noten־lxa
נָתַן־לָךְ, natan־lax
וַיָשִׁבוּ, wayašiv
וַיֵשְׁבוּ, wayešv
וְיָשִׁבוּ, wyašiv
בַּכָּסֶף, bakasef
בַּכֶּסֶף, bakesef
וְהוּא, wh'
מַעֲשֵׂה, maʕaseh
תִתֵן, titen
תִתֵן, titen
תוֹֹעֲבַת, twoʕavat
תוֹֹעֲבַת, twoʕavat
לַאֲבֹתֵיכֶם, la'avoteyxem
בַּסֵפֶר, basefer
בְּסֵפֶר, bsefer
הִשָׁמְדָךְ, hišamdax
הִשְׁמִדְךָ, hišmidxa
הִשָׁמֶדְךָ, hišamedxa
כָל־יִשְׂרָאֵל, xal־yisra'el
כָּל־יִשְׂרָאֵל, kal־yisra'el
מִבֵּית, mibeyt
לִהְיוֹֹת, lihywot
בִּקְהַל, biqhal
וְהַלֵוִי, whalewiy
וְעַתָה, wʕatah
כָּרַת, karat
כֹּרֵת, koret
זָבַת, zavat
חַיִים, ħayiym
בְּשַׂר, bsar
בָשָׂר, vasar
בָּשָׂר, basar
הָיִיתָ, hayiyta
אַרְנֹן, 'arnon
כַּיוֹֹם, kaywom
שֹׁכֵב, šoxev
בְּמִצְרָיִם, bmicrayim
בְּמִצְרַיִם, bmicrayim
מִי, miy
וְעַד, wʕad
אֶל־יְהוָה, 'el־yhwah
עִמָכֶם, ʕimaxem
לֶחֶם, leħem
הָהָרָה, haharah
בְּאֶחָד, b'eħad
בְּאַחַד, b'aħad
אַחַרֶיךָ, 'aħareyxa
אַחֲרֶיךָ, 'aħareyxa
לְדַבֵּר, ldaber
וַיהוָה, wayhwah
לְשַׁכֵּן, lšaken
חֲזָקָה, ħazaqah
וְנַחֲלָה, wnaħalah
אַדְמָתְךָ, 'admatxa
אַדְמָתֶךָ, 'admatexa
אִשָׁה, 'išah
אֲשֶׁר־עָשָׂה, 'ašer־ʕasah
דוֹֹר, dwor
דוֹֹר, dwor
וְחֻקֹתָיו, wħuqotayw
מוֹֹל, mwol
מוּל, ml
לָרֶשֶׁת, larešet
חֵטְא, ħeṭ'
עֲלֵיכֶם, ʕaleyxem
הַיֹשְׁבִים, hayošviym
בַרְזֶל, varzel
בַּרְזֶל, barzel
אֶת־כָּל־הַמִצְוָה, 'et־kal־hamicwah
פֶּסֶל, pesel
פֶסֶל, fesel
מִכָּל־הָעַמִים, mikal־haʕamiym
וּבֵרֲכֶךָּ, veraxeka
וּבֵרַכְךָ, veraxxa
הַכֹּהֲנִים, hakohaniym
בִּלְבָבְךָ, bilvavxa
בִּלְבָבֶךָ, bilvavexa
לְבֵיתוֹֹ, lveytwo
בְּבֵיתְךָ, bveytxa
בְּבֵיתֶךָ, bveytexa
הַהֹלֵךְ, haholex
שִׁבְעַת, šivʕat
שָׁבֻעֹת, šavuʕot
אֵיכָה, 'eyxah
אֶל־תוֹֹךְ, 'el־twox
מִכֹּל, mikol
בְּשֵׂעִיר, bseʕiyr
בְּיִשְׂרָאֵל, byisra'el
לְפַרְעֹה, lfarʕoh
אֶת־הַשָׁמַיִם, 'et־hašamayim
הָאֵל, ha'el
לְבָבֶךָ, lvavexa
לְבָבְךָ, lvavxa
דְגָנְךָ, dganxa
דְגָנֶךָ, dganexa
וְנָתַתָה, wnatatah
לֹא־יָבֹא, lo'־yavo'
סִיחֹן, siyħon
הָאֱלֹהִים, ha'elohiym
וְהֵם, whem
אֹבֵד, 'oved
אֹבַד, 'ovad
אַבֵּד, 'abed
אָבֹד, 'avod
הַנָבִיא, hanaviy'
הַשֶׁמֶשׁ, hašemeš
הנער, hnʕr
אֶת־קוֹֹל, 'et־qwol
כָּסֶף, kasef
כֶסֶף, xesef
כֶּסֶף, kesef
וַיֵצֵא, wayece'
וְיָצָא, wyaca'
כִּי־יִמְצָא, kiy־yimca'
כִּי־יִמָצֵא, kiy־yimace'
וַיְצַו, waycaw
אֶת־רֵעֵהוּ, 'et־reʕeh
לְבִלְתִי, lviltiy
בָעִיר, vaʕiyr
בָּעִיר, baʕiyr
בְקֹלוֹֹ, vqolwo
בְּקֹלוֹֹ, bqolwo
וְיִצְהָרֶךָ, wyicharexa
אֲנַחְנוּ, 'anaħn
זֶה, zeh
אֲנִי, 'aniy
הֱיִיתֶם, heyiytem
תַבְנִית, tavniyt
לִשְׁמֹעַ, lišmoʕa
לָה, lah
מִשְׁלַח, mišlaħ
תִרְאֶה, tir'eh
יְרֻשָׁה, yrušah
יְרָשָׁה, yrašah
וְיָדַעְתָ, wyadaʕta
עִמָה, ʕimah
בְּאִישׁ, b'iyš
בָּאִישׁ, ba'iyš
בְאִישׁ, v'iyš
לַגֵר, lager
וְהַמִשְׁפָּטִים, whamišpaṭiym
תִבָּנֶה, tibaneh
תִבְנֶה, tivneh
תִבְנֶה, tivneh
יָמִין, yamiyn
וַיִשְׁמַע, wayišmaʕ
וְהָיְתָה, whaytah
מִן־הַדֶרֶךְ, min־haderex
אֶחָיו, 'eħayw
אָחִיו, 'aħiyw
תַעֲבֹד, taʕavod
תַעֲבֹד, taʕavod
יָמֶיךָ, yameyxa
עוֹֹלָם, ʕwolam
מִכֶּם, mikem
וְרָם, wram
וָרָם, waram
אֶל־כָּל־יִשְׂרָאֵל, 'el־kal־yisra'el
בְּכָל־שְׁעָרֶיךָ, bxal־šʕareyxa
זָכָר, zaxar
זְכֹר, zxor
זָכֹר, zaxor
פֹה, foh
פֹּה, poh
הַטוֹֹבָה, haṭwovah
וְהִנֵה, whineh
אֲלֵיכֶם, 'aleyxem
הַגָדוֹֹל, hagadwol
קָדֵשׁ, qadeš
קֹדֶשׁ, qodeš
וְלָאַלְמָנָה, wla'almanah
אֶת־מִצְוֺת, 'et־micwot
הֵיטֵב, heyṭev
תוּכַל, txal
קָדוֹֹשׁ, qadwoš
לַיָתוֹֹם, layatwom
אַחֵר, 'aħer
וּמִשְׁפָּטָיו, mišpaṭayw
וְיָרְאוּ, wyar'
וְיִרָאוּ, wyira'
תְאַבְּדוּן, t'abdn
תֹאבֵדוּן, to'vedn
תֹאבֵדוּן, to'vedn
אַךְ, 'ax
וּבָאתָ, va'ta
וַתֹאמְרוּ, wato'mr
בַּשָׂדֶה, basadeh
בַשָׂדֶה, vasadeh
שְׁעָרֶיךָ, šʕareyxa
הָאַחֲרוֹֹן, ha'aħarwon
וָאָבֶן, wa'aven
וָאֶבֶן, wa'even
בִּדְרָכָיו, bidraxayw
בָאֲבָנִים, va'avaniym
בָּאֲבָנִים, ba'avaniym
וְהָלַכְתָ, whalaxta
וְאַרְבָּעִים, w'arbaʕiym
וַיִקְרָא, wayiqra'
נָבִיא, naviy'
וְשָׁכַב, wšaxav
וּבִנְךָ, vinxa
עֵינֵיכֶם, ʕeyneyxem
וּבֹאוּ, vo'
וּבָאוּ, va'
לְעֵינֵי, lʕeyney
אֵשֶׁת, 'ešet
אַף־יְהוָה, 'af־yhwah
יֵלֵךְ, yelex
אֶל־אֶרֶץ, 'el־'erec
שִׁבְטֵיכֶם, šivṭeyxem
יָם, yam
וּבִפְרִי, vifriy
לֵאלֹהֵיהֶם, le'loheyhem
פָּנַי, panay
פָנַי, fanay
פְּנֵי, pney
הָרֹאֹת, haro'ot
הָרְאֵתָ, har'eta
עִירוֹֹ, ʕiyrwo
הַקְהֵל, haqhel
הַקָהָל, haqahal
הַפִּסְגָה, hapisgah
מְעָט, mʕaṭ
מְעַט, mʕaṭ
וְלָקַחְתָ, wlaqaħta
וְעַבְדְךָ, wʕavdxa
וַעֲבָדְךָ, waʕavadxa
בָּחַר, baħar
אֶל־הָעָם, 'el־haʕam
פְּעוֹֹר, pʕwor
אֲרוֹֹן, 'arwon
וּבְנֵי, vney
וָרָב, warav
וְרַב, wrav
עֲלֵה, ʕaleh
עֹלֶה, ʕoleh
עַל־אֹיְבֶיךָ, ʕal־'oyveyxa
וְלִשְׁמֹר, wlišmor
עֹנִי, ʕoniy
עָנִי, ʕaniy
יְמֵי, ymey
צוּר, cr
פְרִי־בִטְנְךָ, friy־viṭnxa
פְּרִי־בִטְנְךָ, priy־viṭnxa
עַמִים, ʕamiym
לְבַבְכֶם, lvavxem
בְּתוֹֹךְ, btwox
לָאָרֶץ, la'arec
לְאֶרֶץ, l'erec
יַכְּכָה, yakxah
בְהֶמְתֶךָ, vhemtexa
בְהַמְתְךָ, vhamtxa
בְהֶמְתְךָ, vhemtxa
אֶת־הַדְבָרִים, 'et־hadvariym
דִבֶּר־לָךְ, diber־lax
וְיָשֹׁב, wyašov
הָהָר, hahar
בֹּעֵר, boʕer
בְּעָר, bʕar
שָׂנֵא, sane'
שֹׂנֵא, sone'
הֵמָה, hemah
וּפְרִי, friy
דִבְּרוֹֹ, dibrwo
דִבְּרוּ, dibr
דִבֵּרוּ, diber
אֶת־הַגוֹֹיִם, 'et־hagwoyim
שָׁלֹשׁ, šaloš
הַיָם, hayam
מִדְבַּר, midbar
מִדְבָּר, midbar
מְדַבֵּר, mdaber
וּנְתָנָם, ntanam
וְשָׂבָעְתָ, wsavaʕta
כִּי־יְהוָה, kiy־yhwah
נָקִי, naqiy
הַשָׂדֶה, hasadeh
וַיֵרָא, wayera'
וַיַרְא, wayar'
מִזְבֵּחַ, mizbeħa
מִזְבַּח, mizbaħ
בֵּרַכְךָ, beraxxa
שָׁמַעְתָ, šamaʕta
וְעָבָדְתָ, wʕavadta
וְעָבַדְתָ, wʕavadta
וְהַנוֹֹרָא, whanwora'
הַחֲזָקָה, haħazaqah
מִיִשְׂרָאֵל, miyisra'el
וַעֲבַדְתָם, waʕavadtam
וַעֲבַדְתֶם, waʕavadtem
וְאִישׁ, w'iyš
וְאֹתוֹֹ, w'otwo
מֶלֶךְ־הַבָּשָׁן, melex־habašan
הֵן, hen
הַכְּתוּבָה, haktvah
אֲכֹל, 'axol
אֹכֶל, 'oxel
בְּמָצוֹֹר, bmacwor
בַּמָצוֹֹר, bamacwor
יְדַבֵּר, ydaber
מִקְצֵה, miqceh
יָדַעְתִי, yadaʕtiy
אֶת־נַחַל, 'et־naħal
בֵּין, beyn
יָקוּם, yaqm
יִקוֹֹם, yiqwom
וּבָא, va'
מָה, mah
מֶה, meh
לָדַעַת, ladaʕat
יִהְיֶה־לָךְ, yihyeh־lax
יִהְיֶה־לְךָ, yihyeh־lxa
יִהְיֶה־לְךָ, yihyeh־lxa
אֹיְבֶיךָ, 'oyveyxa
רָב, rav
רַב, rav
לָבֹא, lavo'
וְהַטַף, whaṭaf
וְהַטָף, whaṭaf
הַיָשָׁר, hayašar
תִשְׁמְרוּן, tišmrn
תַחְתָם, taħtam
תַחְתָם, taħtam
תִשְׁמָעוּן, tišmaʕn
תִשְׁמְעוּן, tišmʕn
תִשְׁמְעוּן, tišmʕn
עַד־עוֹֹלָם, ʕad־ʕwolam
וּמִמֶגֶד, mimeged
שְׁתֵי, štey
בַּרְנֵעַ, barneʕa
וְלֹא־יִהְיֶה, wlo'־yihyeh
תֹאמַר, to'mar
תֹאמַר, to'mar
אֲשֶׁר־נִשְׁבַּע, 'ašer־nišbaʕ
בְשָׁנָה, všanah
בַּשָׁנָה, bašanah
אֶת־אַרְצָם, 'et־'arcam
אֶת־בְּנֵי, 'et־bney
וְהַגֵר, whager
אֶת־כָּל־מִצְוֺתָיו, 'et־kal־micwotayw
אַרְצְךָ, 'arcxa
לָמוֹֹ, lamwo
רְאוּ, r'
רָאוּ, ra'
מִצְוֺתָיו, micwotayw
וְזָהָב, wzahav
וְאֶת־הָאָרֶץ, w'et־ha'arec
הַמַחֲנֶה, hamaħaneh
וְזֹאת, wzo't
וְהִשְׁתַחֲוִיתָ, whištaħawiyta
אֵלֶיהָ, 'eleyha
וְזֶה, wzeh
וְיָשָׁבְתָ, wyašavta
וְיָשַׁבְתָ, wyašavta
לָקַח, laqaħ
לָקֹחַ, laqoħa
לֹקֵחַ, loqeħa
בְּשֵׁם, bšem
וַאֲמָתֶךָ, wa'amatexa
וַאֲמָתְךָ, wa'amatxa
תִשְׁמְעוּ, tišmʕ
תִשְׁמָעוּ, tišmaʕ
תִשְׁמְעוּ, tišmʕ
כִּי־הוּא, kiy־h'
לֹא־יָדַעְתָ, lo'־yadaʕta
לֹא־יָדָעְתָ, lo'־yadaʕta
וּבְכֹל, vxol
הֶעָרִים, heʕariym
כִּי־יִהְיֶה, kiy־yihyeh
שָׁמֹר, šamor
שְׁמֹר, šmor
שֹׁמֵר, šomer
עֶבֶד, ʕeved
מִלְחָמָה, milħamah
בֵּיתֶךָ, beytexa
חַזֵק, ħazeq
חֲזַק, ħazaq
בָּנָיו, banayw
, 
וָחָי, waħay
וְאֶת־הַמִשְׁפָּטִים, w'et־hamišpaṭiym
בְאַרְצֶךָ, v'arcexa
בְּאַרְצְךָ, b'arcxa
בְּאַרְצֶךָ, b'arcexa
בַּסָתֶר, basater
בַּסֵתֶר, baseter
לֵאלֹהִים, le'lohiym
עַל־דְבַר, ʕal־dvar
וְיָרַשְׁתָ, wyarašta
לֹא־תוּכַל, lo'־txal
אֶת־הַחֻקִים, 'et־haħuqiym
תִשְׁמְרוּ, tišmr
תִשְׁמֹרוּ, tišmor
תִשְׁמְרוּ, tišmr
עֶלְיוֹֹן, ʕelywon
אֶת־בְּרִית, 'et־briyt
הָיְתָה, haytah
הַטֹבָה, haṭovah
מוּם, mm
מִלְפָנֶיךָ, milfaneyxa
קַנָא, qana'
וַאֲבֹתֶיךָ, wa'avoteyxa
גְדֹלֹת, gdolot
הַשִׁירָה, hašiyrah
אֶת־הַתוֹֹרָה, 'et־hatworah
עִמָנוּ, ʕiman
לְאוֹֹת, l'wot
בָּנֶיךָ, baneyxa
בָנֶיךָ, vaneyxa
אֶל־זִקְנֵי, 'el־ziqney
עִם־יְהֹוָה, ʕim־yhowah
עִם־יְהוָה, ʕim־yhwah
וְשָׂם, wsam
וְשָׁם, wšam
לִקְרָאתֵנוּ, liqra'ten
וְהָאַלְמָנָה, wha'almanah
יְהוָה־אֱלֹהֶיךָ, yhwah־'eloheyxa
בְּרִית־יְהוָה, briyt־yhwah
יְבִיאֲךָ, yviy'axa
וְהִכָּהוּ, whikah
אֵלֵינוּ, 'eleyn
שְׁגַר, šgar
כָּנָף, kanaf
כְּנַף, knaf
בְּשִׁבְתְךָ, bšivtxa
