list, Map1
בַּחֹדֶשׁ, baħodeš
רֹאשׁ, ro'š
כָּסֶף, kasef
כֶּסֶף, kesef
אֶת־הַקֶרֶב, 'et־haqerev
יִשְׁחַט, yišħaṭ
עֲוֺנוֹֹ, ʕawonwo
דְּמֵיהֶם, dmeyhem
הַמִשְׁחָה, hamišħah
אֶל־הַמִזְבֵּחַ, 'el־hamizbeħa
לֹא־תִתֵּן, lo'־titen
עַל־רֹאשׁוֹֹ, ʕal־ro'šwo
שְׁלָמִים, šlamiym
בֵּין, beyn
שְׁקָלִים, šqaliym
הַטָמֵא, haṭame'
וְטָבַל, wṭaval
עַל־הַכְּסָלִים, ʕal־haksaliym
טְמֵאִים, ṭme'iym
הַמְכַסֶה, hamxaseh
תֹרִים, toriym
אֶת־חֻקֹתַי, 'et־ħuqotay
לְמִינֵהוּ, lmiynehu
וְנָשָׂא, wnasa'
וְזָרְקוּ, wzarqu
הַשַׁבָּת, hašabat
הַשָׂעִיר, hasaʕiyr
בְּאַרְצְכֶם, b'art͡sxem
עַל־הַכָּבֵד, ʕal־hakaved
בִשְׁגָגָה, višgagah
בִּשְׁגָגָה, bišgagah
אֶת־קָרְבָּנוֹֹ, 'et־qarbanwo
יַקְרִיבֶנוּ, yaqriyvenu
עוֹֹר, ʕwor
עִוֵּר, ʕiuer
מֵאֱלֹהֶיךָ, me'eloheyxa
מֵאֱלֹהֶיךָ, me'eloheyxa
בְּשָׁנָה, bšanah
בַּשָׁנָה, bašanah
הֶחָי, heħay
הַחַי, haħay
שֹׂרָף, soraf
שָׂרַף, saraf
הַשָׁנִים, hašaniym
לְרֵיחַ, lreyħa
שֶׁרֶץ, šeret͡s
יִשְׁפֹּךְ, yišpox
כָּל־הָעֵדָה, kal־haʕedah
וְצִוָּה, wt͡siuah
מִכֶּם, mikem
אֲחֻזָתוֹֹ, 'aħuzatwo
וְעַל, wʕal
כֵּהָה, kehah
כֵהָה, xehah
וְרָאָהוּ, wra'ahu
שָׂדֶךָ, sadexa
שָׂדְךָ, sadxa
לִפְנֵיכֶם, lifneyxem
וְהִכְרַתִּי, whixratiy
הַמַקְרִיב, hamaqriyv
אֶת־בְּרִיתִי, 'et־briytiy
וְיָסַף, wyasaf
שְׁלָמָיו, šlamayw
אֶת־בְּשָׂרוֹֹ, 'et־bsarwo
יוּמָתוּ, yumatu
יוּמְתוּ, yumtu
תַשִׂיג, tasiyg
תַּשִׂיג, tasiyg
הַצָרַעַת, hat͡saraʕat
הַצָרָעַת, hat͡saraʕat
אֶת־יְדֵיהֶם, 'et־ydeyhem
סִינָי, siynay
סִינַי, siynay
בֶּן־בָּקָר, ben־baqar
פֶּתַח, petaħ
לֵאלֹהִים, le'lohiym
חֵלֶב, ħelev
חָלָב, ħalav
לְפָרֹכֶת, lfaroxet
לַפָּרֹכֶת, laparoxet
פַּרְסָה, parsah
אָבִיו, 'aviyw
מֵאֵלֶה, me'eleh
אֲשֶׁר־יֵעָשֶׂה, 'ašer־yeʕaseh
אֲשֶׁר־יַעֲשֶׂה, 'ašer־yaʕaseh
עָשָׂה, ʕasah
וְנֶעְלַם, wneʕlam
אֶת־הַצִפֹּר, 'et־hat͡sipor
אֶת־הַפָּר, 'et־hapar
וְשָׁב, wšav
חָמֵץ, ħamet͡s
כָּל־הַנֹגֵעַ, kal־hanogeʕa
צִוֵּיתִי, t͡siueytiy
צֻוֵּיתִי, t͡suueytiy
אֶת־פְּנֵי, 'et־pney
אֶת־פָּנַי, 'et־panay
הַתְּנוּפָה, hatnufah
שְׁנֵיהֶם, šneyhem
יִהְיֶה־קֹדֶשׁ, yihyeh־qodeš
יִהְיֶה־קֹדֶשׁ, yihyeh־qodeš
וְעֵץ, wʕet͡s
אֲשֶׁר־הוֹֹצֵאתִי, 'ašer־hwot͡se'tiy
בְּהַר, bhar
תִּטַמָאוּ, tiṭama'u
תִטַמְאוּ, tiṭam'u
תְטַמְאוּ, tṭam'u
אֶת־אֵשֶׁת, 'et־'ešet
שֶׁקֶל, šeqel
שָׁקֶל, šaqel
לַמֹלֶךְ, lamolex
וַאֲשֶׁר, wa'ašer
וְהוֹֹצִיא, whwot͡siy'
וְאַיִל, w'ayil
וָאַיִל, wa'ayil
אֶת־אַזְכָּרָתָה, 'et־'azkaratah
אֶת־אַזְכָּרָתָה, 'et־'azkaratah
תִקְרַב, tiqrav
תִּקְרַב, tiqrav
תַקְרִב, taqriv
תִקְרָב, tiqrav
וְשִׁלַח, wšilaħ
עַל־הָעֵצִים, ʕal־haʕet͡siym
בְּתוֹֹךְ, btwox
הַצִפֹּר, hat͡sipor
אַרְצְכֶם, 'art͡sxem
הַמָשִׁיחַ, hamašiyħa
וִהְיִיתֶם, wihyiytem
זִמָה, zimah
עִזִים, ʕiziym
עַל־כַּפּוֹֹ, ʕal־kapwo
מִמְכָּרוֹֹ, mimkarwo
יָבוֹֹא, yavwo'
וְהִסְגִּירוֹֹ, whisgiyrwo
אִמְךָ, 'imxa
בָּעָרֶב, baʕarev
בָעֵרֶב, vaʕerev
בָּעֶרֶב, baʕerev
בְעֵרֶב, vʕerev
נִדָּתָה, nidatah
הַכַּפֹּרֶת, hakaporet
חַטָאתוֹֹ, ħaṭa'two
גֵּר, ger
שֶׁבֶר, šever
בַּעֲדוֹֹ, baʕadwo
בְּקֶרִי, bqeriy
זֶה, zeh
וְאֶל־אַהֲרֹן, w'el־'aharon
הִיא, hiy'
יִשָׂרֵף, yisaref
וְאַף, w'af
עַל־כַּף, ʕal־kaf
בַּקֹדֶשׁ, baqodeš
אֲשֶׁר־צִוָּה, 'ašer־t͡siuah
וְאֶת־בָּנָיו, w'et־banayw
יוֹֹנָה, ywonah
בְּעֶצֶם, bʕet͡sem
לִרְצֹנְכֶם, lirt͡sonxem
אֲדַמְדַּמֹת, 'adamdamot
אֲדַמְדֶּמֶת, 'adamdemet
אֲדַמְדָּמֶת, 'adamdamet
יֵרָצֶה, yerat͡seh
מִבְּנֵי, mibney
מִנִבְלָתָם, minivlatam
מוֹֹעֲדָי, mwoʕaday
מוֹֹעֲדֵי, mwoʕadey
וְלַנְקֵבָה, wlanqevah
וְכָל־הַנֹגֵעַ, wxal־hanogeʕa
מִלִפְנֵי, milifney
מִלְפָנַי, milfanay
וְהַכֹּהֵן, whakohen
אֵין, 'eyn
אָיִן, 'ayin
אֶת־אַהֲרֹן, 'et־'aharon
טָהֳרָה, ṭaharah
טָהֳרָה, ṭaharah
אֶל־פְּנֵי, 'el־pney
וַיָשֶׂם, wayasem
לְטָמְאָה־בָה, lṭam'ah־vah
לְגַלוֹֹת, lgalwot
אֶת־הַשָׂעִיר, 'et־hasaʕiyr
הַשְׂמָאלִית, hasma'liyt
עַל־קַרְנֹת, ʕal־qarnot
בְּלוּלָה, blulah
הַמִצְוֺת, hamit͡swot
הַמַצוֹֹת, hamat͡swot
אֵינֶנָה, 'eynenah
אֶת־רֹאשׁוֹֹ, 'et־ro'šwo
עַל־קַרְנוֹֹת, ʕal־qarnwot
עִמָכֶם, ʕimaxem
בַּיֹבֵל, bayovel
בַיֹבֵל, vayovel
לַעֲזָאזֵל, laʕaza'zel
עַד־בֹּקֶר, ʕad־boqer
לְכֹל, lxol
וְזֹאת, wzo't
וְלָבַשׁ, wlavaš
גְאֻלָתוֹֹ, g'ulatwo
גְּאֻלָתוֹֹ, g'ulatwo
הַיוֹֹבֵל, haywovel
הַשָׁמֶן, hašamen
הַשֶׁמֶן, hašemen
גִּלָה, gilah
אֶת־הַחַטָאת, 'et־haħaṭa't
נְקֵבָה, nqevah
כָּל־הַחֵלֶב, kal־haħelev
וַיִקְרְבוּ, wayiqrvu
וַיַקְרִבוּ, wayaqrivu
אֶל־הַקֹדֶשׁ, 'el־haqodeš
יָד, yad
יַד, yad
לָעָם, laʕam
לְעָם, lʕam
אַחֵר, 'aħer
אַחַר, 'aħar
הַשֹׁרֵץ, hašoret͡s
עַל־אַרְבַּע, ʕal־'arbaʕ
עֶשְׂרֹנִים, ʕesroniym
