list, Map1
לֹא־יַעַבְרוּ־בָה, lo'־yaʕavr־vah
וְרַחוּם, wraħm
וּמָעוֹֹז, maʕwoz
קָהָל, qahal
הַרְחִיקָם, harħiyqam
חֶרְפָּה, ħerpah
וּמָכַרְתִי, maxartiy
גִבּוֹֹר, gibwor
בַיוֹֹם, vaywom
וְשִׂמְחוּ, wsimħ
מֵחֻפָּתָה, meħupatah
וְשׁוּבוּ, wšv
וָגֶפֶן, wagefen
כִּי־נָתַן, kiy־natan
אִסְפוּ־עָם, 'isf־ʕam
רְדוּ, rd
וְעָלָה, wʕalah
וְסֹפוֹֹ, wsofwo
וֶאֱדוֹֹם, we'edwom
אָשִׁיב, 'ašiyv
בְהֵמָה, vhemah
לֹא־נִקֵיתִי, lo'־niqeytiy
בִּדְרָכָיו, bidraxayw
עַל־הֶהָרִים, ʕal־hehariym
בַּזוֹֹנָה, bazwonah
שִׁנֵי, šiney
לְחֶרְפָּה, lħerpah
וְאַל־תִתֵן, w'al־titen
עֱרוּךְ, ʕerx
מָה־אַתֶם, mah־'atem
מְכַרְתֶם, mxartem
וְסִפְדוּ, wsifd
בּוֹֹא, bwo'
מְעִירָם, mʕiyram
כְּאַנְשֵׁי, k'anšey
גְבוּלָם, gvlam
בִּימֵיכֶם, biymeyxem
וְהַיָרֵחַ, whayareħa
עַל־בַּעַל, ʕal־baʕal
חֲלֹמוֹֹת, ħalomwot
הוּא, h'
חֲגֻרַת־שַׂק, ħagurat־saq
וַאֲכַלְתֶם, wa'axaltem
אֹתוֹֹ, 'otwo
וְזַעֲקוּ, wzaʕaq
כָּל־פָּנִים, kal־paniym
הִגְדִיל, higdiyl
אֱלֹהֵינוּ, 'eloheyn
אָכוֹֹל, 'axwol
וְהַאֲזִינוּ, wha'aziyn
אָבְלָה, 'avlah
יָשֹׁקוּ, yašoq
פִּזְרוּ, pizr
הַהִיא, hahiy'
הַשֶׁמֶשׁ, hašemeš
כְּגַן־עֵדֶן, kgan־ʕeden
כִּי־בָא, kiy־va'
עַל־עַמֶךָ, ʕal־ʕamexa
