list, Map1
אַל־תְבַעֲתַנִי, al־tvaʕatani
יָשׁוּב, yašv
בִּימֵי, biymey
וְיִשְׂמְחוּ, wyismħ
וְיִשְׂמָחוּ, wyismaħ
חַיָי, ħayay
שֹׁמֵעַ, šomeʕa
עֶרְכָה, ʕerxa
עֶרְכָּה, ʕerka
מִנִי־שָׁחַת, mini־šaħat
אֲשִׁיבֶךָּ, ašiyveka
אֲשִׁיבְךָ, ašiyvxa
תְדַבְּרוּ, tdabr
תְשֻׁאוֹֹת, tšu'wot
וְלֹא־אָנִי, wlo'־'ani
נָקִי, naqi
הֲשִׁיבֵנִי, hašiyveni
אָשִׂים, asiym
יִבְלָע, yivlaʕ
יְבֻלָע, yvulaʕ
בָנִים, vaniym
וְאַבְלִיגָה, w'avliyga
יַחְמֹל, yaħmol
יַחְמוֹֹל, yaħmwol
תִהְיֶה, tihye
נָתַן, natan
נֹתֵן, noten
שָׁלוֹֹם, šalwom
צַמִים, t͡samiym
יַגִיד, yagiyd
תַרְדֵמָה, tardema
עוֹֹנֶךָּ, ʕwoneka
עֲוֺנְךָ, ʕawonxa
לֹא־יַעַרְכֶנָה, lo'־yaʕarxena
לְגֶבֶר, lgever
יְשָׁרִים, yšariym
אֶפְתַח, eftaħ
אֶפְתָח, eftaħ
עַד, ʕad
עד, ʕd
עָמְדוּ, ʕamd
עָמָדוּ, ʕamad
עֶזְרָתִי, ʕezrati
וְדַעַת, wdaʕat
וּשְׂפָתֶיךָ, sfateyxa
בֵיתִי, veyti
בֵּיתִי, beyti
עַד־אָנָה, ʕad־'ana
חֲכָמִים, ħaxamiym
כִּימֵי, kiymey
תִשָׁבֵר, tišaver
תִשָׁבֵר, tišaver
בֶּעָפָר, beʕafar
בֶעָפָר, veʕafar
וַיַתְעֵם, wayatʕem
לְאִיוֹֹב, l'iywov
אַתֶם, atem
אָמַרְתָ, amarta
מַעֲשֵׂה, maʕase
מַעֲשֶׂה, maʕase
חָטְאוּ, ħaṭ'
חָטָאוּ, ħaṭa'
יִתְפָּרָדוּ, yitparad
מִי־הוּא, mi־'
תִרְדֹף, tirdof
בַעֲדוֹֹ, vaʕadwo
בַּעֲדוֹֹ, baʕadwo
אָמְנָם, amnam
אוֹֹרוֹֹ, worwo
תָם־אָנִי, tam־'ani
בּוּז, bz
מִתַחַת, mitaħat
נָא, na'
גְמַלִים, gmaliym
גְמַלִים, gmaliym
וְגֶבֶר, wgever
וְשָׁלוֹֹשׁ, wšalwoš
יְדַבֵּרוּ, ydaber
יָקָר, yaqar
יָדֶיךָ, yadeyxa
וְיֹאמְרוּ, wyo'mr
וַיֹאמְרוּ, wayo'mr
זַרְעֶךָ, zarʕexa
לַגוֹֹיִם, lagwoyim
יָרִיב, yariyv
לְרֵעֵהוּ, lreʕe
תִפְלָה, tifla
לֵב, lev
לָעַד, laʕad
לְעֵד, lʕed
בַּחֹשֶׁךְ, baħošex
בִּנְפֹל, binfol
