word, trans
ክልተን, kltän
መሬት, märet
መስዋእትን, mäswa'tn
ዓስራይ, ʕasray
ወሰደ, wäsädä
ሶርያውያን, soryawyan
ንሓደ, nħadä
የብሉን, yäblun
ዚመጽእ, zimäṣ'
ብኣማን, b'aman
ንጹህ, nṣuh
ዚነብር, zinäbr
ዝፈልጣ, zfälTa
ብስም, bsm
ዕስራን, ʕsran
አሎኹ, 'äloKu
ፍልልይና, fllyna
ኢኺ, 'iKi
ዓጽዩ, ʕaṣyu
ደጊም, dägim
ምስ, ms
በጽሔ, bäṣħe
ስማዕ, smaʕ
ሰፈር, säfär
ኣትን, 'atn
ፍትሒ, ftħi
ተባዕታይ, täbaʕtay
ኣብርሃም, 'abrham
ጥራይ, Tray
ከውሒ, käwħi
ብሰላም, bsälam
ዘፍጥረት, zäfTrät
ሳዕሪ, saʕri
ሳሙኤል, samu'el
ኣእምሮ, 'a'mro
ተንስኡ, täns'u
ክማርኽ, kmarK
ኣታኽልቲ, 'ataKlti
ሓቂ, ħaqi
ሙሴን, musen
ልዕል, lʕl
ወሰን, wäsän
ዕንባባይ, ʕnbabay
ንዕድል, nʕdl
ማሕደር, maħdär
መጸ, mäṣä
ሕዛብ, ħzab
ፍርሃት, frhat
ክኸዶ, kKädo
መጋረጃ, mägaräǧa
ሕንቁቕ, ħnquQ
ኸዱ, Kädu
ድሕሪኡ, dħri'u
ድንኳን, dnkʷan
ንጽኑዕ, nṣnuʕ
ኰይኖም, kʷäynom
ኲሎም, kʷilom
ልሕጺ, lħṣi
ወርሒ, wärħi
እናመሰለት, 'namäsälät
ስመይ, smäy
ዘየሳኒ, zäyäsani
መርከብ, märkäb
ዀነ, kʷänä
ጀጋኑ, ǧäganu
ደሓር, däħar
ብሸነኽ, bšänäK
ክምስ, kms
ምኢዙ, m'izu
ዘሎኻ, zäloKa
ብማዕዶ, bmaʕdo
ሰላም, sälam
ናተይ, natäy
ጽላልናይ, ṣlalnay
ነበሩ, näbäru
ደበና, däbäna
ጠዓማ, Täʕama
ሓርጭ, ħarČ
ወሓሉ, wäħalu
መሀነኒ, mähänäni
ርኤያ, r'eya
ተመን, tämän
ብዛዕባ, bzaʕba
ኸነኣን, Känä'an
ኢልኩም, 'ilkum
ዕጨይቲ, ʕČäyti
መለሰሎም, mäläsälom
ዝጠምሮ, zTämro
ሃቢ, habi
ዳን, dan
እዮብ, 'yob
ኣይተጥፈኣዮ, 'aytäTfä'ayo
ሓደ, ħadä
ገይሮም, gäyrom
ወጻኢ, wäṣa'i
ኪብሉ, kiblu
በትሪ, bätri
ቤቱ, betu
ኣዘዞም, 'azäzom
ማርዶካይ, mardokay
ኪኸዱ, kiKädu
ንሳቶምውን, nsatomwn
ጼርና, ṣerna
ንእሽቶ, n'što
ቀሲነ, qäsinä
ሕጻባ, ħṣaba
ተመልሱ, tämälsu
ኣሎኹ, 'aloKu
ስልጣን, slTan
ሚእትን, mi'tn
ኵሎም, kʷlom
ወለዶ, wälädo
ተመጊባ, tämägiba
ኢድ, 'id
ገሊኦም, gäli'om
ብ, b
ናብ, nab
ብማይ, bmay
ብምሉእ, bmlu'
ምናልባሽ, mnalbaš
ወጹ, wäṣu
ንኣይ, n'ay
ንሳኦል, nsa'ol
ኪሮስ, kiros
ሕብራ, ħbra
ሰብኣያ, säb'aya
ወርቅን, wärqn
ቅድስቲ, qdsti
ኣማልኽቲ, 'amalKti
ዚነብሩ, zinäbru
ዝራብዕ, zrabʕ
ማሕላ, maħla
ገይሩ, gäyru
ሽሕ, šħ
ባርያ, barya
ጠባይኪ, Täbayki
ኣብራር, 'abrar
ክንዕወት, knʕwät
ቃላት, qalat
ኵላ, kʷla
ጐደሎ, gʷädälo
ብድፋዕና, bdfaʕna
ጽዋእ, ṣwa'
ኻህን, Kahn
ፍቕሪ’ያ, fQri’ya
ብዓቐን, bʕaQän
ኸተማ, Kätäma
ሊባኖስ, libanos
ኣታ, 'ata
ብዘመን, bzämän
በለ, bälä
ቚስሊ, Qʷisli
ምስሊ, msli
ዘይብለለ, zäyblälä
ካባኻ, kabaKa
ተላልያ, tälalya
እንዳበልካ, 'ndabälka
ቁሩብ, qurub
ሰናይ, sänay
ኣቢሉ, 'abilu
ተላሚዳ, tälamida
እተቘጽሩ, 'täQʷäṣru
በደል, bädäl
ንሱውን, nsuwn
ታ, ta
እቶም, 'tom
ዙርያኺ, zuryaKi
መንፈስ, mänfäs
ኣበሳ, 'abäsa
ጽድቅን, ṣdqn
ጥፍኣት, Tf'at
ወደቐ, wädäQä
ኣልዒሉ, 'alʕilu
ኣሕዋቶም, 'aħwatom
እሙን, 'mun
ንዓይነይ, nʕaynäy
ከተማ, kätäma
ቤተ, betä
ከብርሃልኪ, käbrhalki
ንወዲ, nwädi
ነይሩ, näyru
ናጽነት, naṣnät
ንቓለይ, nQaläy
አሎኻ, 'äloKa
በልኩ, bälku
ነተን, nätän
ንወዱ, nwädu
ኣብኔር, 'abner
ዘንጸላልወኒ, zänṣälalwäni
ስም, sm
ድምጺ, dmṣi
ንሳቶም, nsatom
ጐይታና, gʷäytana
እዚኣተን, 'zi'atän
ተኣከቡ, tä'akäbu
ካልእ, kal'
ኸሎ, Kälo
ግደ, gdä
እዛ, 'za
ኰይኑ, kʷäynu
ንዑ, nʕu
እንድዮም, 'ndyom
እንጌራን, 'ngeran
ውረዳ, wräda
ዳዊት, dawit
ዓመት, ʕamät
ያእቆብን, ya'qobn
ኣሕዋቱን, 'aħwatun
ወኒነያ, wäninäya
በብዓሌቶም, bäbʕaletom
ይሁዳን, yhudan
ኣየ, 'ayä
ክቡር, kbur
ኣለዉ, 'aläwu
ብርሃን, brhan
ተመሊሰ, tämälisä
መልእኽቲ, mäl'Kti
ክንደይሞ, kndäymo
ልኢኹ, l'iKu
ገላዉኡ, gälawu'u
ከላምደካ, kälamdäka
አምዚ, 'ämzi
ዕሽነት, ʕšnät
ርእሶም, r'som
ፈሊጠ, fäliTä
ኮይነ, koynä
በይንኺ, bäynKi
ኣምላኾም, 'amlaKom
ንስኻውን, nsKawn
ዘይጽግማ, zäyṣgma
ቅኑዕ, qnuʕ
ብንያም, bnyam
ዓሞን, ʕamon
ሰሎሞን, sälomon
ከሎ, kälo
ዚመስል, zimäsl
ሰብሲ, säbsi
ገጸይ, gäṣäy
ሓይሊ, ħayli
ኢዮብ, 'iyob
ረኣያ, rä'aya
መከራ, mäkära
ኻባታቶም, Kabatatom
ኵላቶም, kʷlatom
ዝነበሩ, znäbäru
ቐዳመይቲ, Qädamäyti
ነደደ, nädädä
ጸሓይ, ṣäħay
መዛሙርቲ, mäzamurti
ኵለን, kʷlän
ሃዋህው, hawahw
ንሙሴ, nmuse
በታ, bäta
ትኹን, tKun
ሐቢሮም, ħäbirom
ሃብታም, habtam
ካልኦት, kal'ot
ኣነስ, 'anäs
ወጸ, wäṣä
ሌዊ, lewi
ህያብ, hyab
ንእምነትካ, n'mnätka
መጺኡ, mäṣi'u
መልክዐኛ, mälkʕäña
ከይሓምያኒ, käyħamyani
ኣማን, 'aman
ጥሜት, Tmet
ካህናት, kahnat
ሌላና, lelana
መሳፍንቲ, mäsafnti
ዘቕለበ, zäQläbä
ማእከልኩም, ma'kälkum
ክርእያ, kr'ya
እንስሳን, 'nssan
እዚኣ, 'zi'a
ክብሪ, kbri
ጓል, gʷal
ሞኣብ, mo'ab
ግብጻውያን, gbṣawyan
ዘበለ, zäbälä
ኢሳይያስ, 'isayyas
ኢኻ, 'iKa
ሓሶት, ħasot
ጠሊምካ, Tälimka
ልኡኻት, l'uKat
ተመለሱ, tämäläsu
ንቓል, nQal
ብዙሕ, bzuħ
ሕልፊ, ħlfi
በለት, bälät
ክብለን, kblän
ናትክስ, natks
ጊልያኻ, gilyaKa
ሀደሙ, hädämu
ቅድሚኦም, qdmi'om
ኢና, 'ina
እንስሳ, 'nssa
ወረደ, wärädä
ግና, gna
እወ, 'wä
ግብጺ, gbṣi
ተሎ, tälo
ነናብ, nänab
ዘይሃስስ, zäyhass
መዓልትን, mäʕaltn
ግን, gn
ድንጋጽ, dngaṣ
እተን, 'tän
ይጥዓሞ, yTʕamo
እዚ, 'zi
ዘላ, zäla
ልዕሊኡ, lʕli'u
ንሳ, nsa
ገበሩ, gäbäru
ዝብሎሎ, zblolo
ነህዛብ, nähzab
ተሃሰ, tähasä
ኣሮን, 'aron
ብምኽንያት, bmKnyat
አእምነትና, 'ä'mnätna
ይቕረ, yQrä
ኻልኣይ, Kal'ay
ከዱ, kädu
ርኤ, r'e
ኣለዋ, 'aläwa
ህዝቅያስ, hzqyas
ጉርሒዶ, gurħido
ከምኡውን, käm'uwn
ደሃይ, dähay
ከለዳውያን, kälädawyan
ዕስራ, ʕsra
ሽፎነይ, šfonäy
ከረን, kärän
ንሓዋሩ, nħawaru
ሓው, ħaw
እዚኣቶም, 'zi'atom
ሰብን, säbn
ልብኹም, lbKum
ብዳርባ, bdarba
ምስክር, mskr
ብዘይፈልጦ, bzäyfälTo
ሮቤል, robel
ኣነውን, 'anäwn
ንቤት, nbet
ተንሲኡ, tänsi'u
መቓብር, mäQabr
ሓመድ, ħamäd
ጀመረ, ǧämärä
ኪዀኑ, kikʷänu
ጐልጐል, gʷälgʷäl
ኪነብር, kinäbr
ገዝኡ, gäz'u
ድዩ, dyu
ዓሌታት, ʕaletat
ብእኡ, b''u
ትንቢት, tnbit
ሓቲተኪ, ħatitäki
ሃይለ, haylä
ርዓማ, rʕama
ኣብዩኒ, 'abyuni
ሰሓቕኪ, säħaQki
መቕደስ, mäQdäs
ሕነ, ħnä
እምነት, 'mnät
ዋላ, wala
ነዲዱ, nädidu
ምስኡ, ms'u
ኣሎይሰፍሕ, 'aloysäfħ
ዚብል, zibl
ሓድሽ, ħadš
ኣሕዋቱ, 'aħwatu
በተን, bätän
ካብኡ, kab'u
ቅርርብና, qrrbna
ንብዓት, nbʕat
ምሩጽ, mruṣ
ሃይማኖተይ, haymanotäy
ንጽብሒቱ, nṣbħitu
ቤትካ, betka
ዝወረሶ, zwäräso
ድዑል, dʕul
ጻድቃን, ṣadqan
ናብቶም, nabtom
ሓዲጉ, ħadigu
ኣላ, 'ala
ምናሴን, mnasen
ብዓል, bʕal
ርእሱ, r'su
ኲናት, kʷinat
ጠቢባን, Täbiban
ሓያሎ, ħayalo
እመት, 'mät
ንእያሱ, n'yasu
ንሽፎነይ, nšfonäy
ጽኑዕ, ṣnuʕ
ዘይኰነስ, zäykʷänäs
ዝብለካ, zbläka
ኣፋኔያ, 'afaneya
ኲላቶም, kʷilatom
ወከፎም, wäkäfom
ዕድል, ʕdl
ትምኒተይ, tmnitäy
ዎ, wo
ኣርብዓ, 'arbʕa
ዝሕፈሶ, zħfäso
ኣርብዓን, 'arbʕan
ብዘለዉ, bzäläwu
ዝሕው, zħw
ስምኦን, sm'on
ነዚ, näzi
ወደቑ, wädäQu
ብሩርን, brurn
ሰሚዖም, sämiʕom
ውሒዝ, wħiz
ፍሩይ, fruy
እንተኽፈቱ, 'ntäKfätu
ዚሐርር, ziħärr
ዝገበሮ, zgäbäro
ይብሉ, yblu
ኪሩቤል, kirubel
ገሪሙኒ, gärimuni
ስለ, slä
ሽፎነየ, šfonäyä
ናብኡ, nab'u
ገፊሑ, gäfiħu
ፈለማ, fäläma
ኣቕሊበሉ, 'aQlibälu
መኣዲ, mä'adi
እናበለ, 'nabälä
ህዝብታት, hzbtat
ኦም, 'om
ማለት, malät
እንዳልካ, 'ndalka
ኪመጽእ, kimäṣ'
ልቢ, lbi
ንነብሰይ, nnäbsäy
ኩኒ, kuni
ከምቲ, kämti
ግበር, gbär
ሙሴ, muse
ሰባት, säbat
ወለደት, wälädät
ኣለና, 'aläna
ጼርና’ወ, ṣerna’wä
በጃኻ, bäǧaKa
ህይወት, hywät
ነቲ, näti
ነፍሰይ, näfsäy
ኣዕሊለ’ውን, 'aʕlilä’wn
በልዎም, bälwom
መጸኒ, mäṣäni
ኣይኰኑን, 'aykʷänun
ቀይራ, qäyra
መስፍን, mäsfn
ታለንት, talänt
ዑስማን, ʕusman
ኸመይ, Kämäy
ሰተተት, sätätät
ምዉታት, mwutat
ኩሉ, kulu
ኤዶም, 'edom
ስጋኡ, sga'u
ዓብዪ, ʕabyi
ኣብ, 'ab
ኻብቶም, Kabtom
ምዃነይ, mkʷanäy
ኣይ, 'ay
ዙርያ, zurya
ጥዑም’ዩ, Tʕum’yu
እዝስ, 'zs
ንዘክረን, nzäkrän
ይስሃቅ, yshaq
እምብኣርሲ, 'mb'arsi
መን, män
ወርቂ, wärqi
ሰብአይ, säb'äy
እንጌራ, 'ngera
ሰዓማ, säʕama
ኻልእ, Kal'
ኣተዉ, 'atäwu
ዘሎ, zälo
ከደ, kädä
ክዛረብ, kzaräb
ስዒመ, sʕimä
ከዋጋዓካ, käwagaʕaka
ይሙት, ymut
ኣሎ, 'alo
የለን, yälän
ኔረ, nerä
ዘየዕበደ, zäyäʕbädä
ብኣማኒኻ, b'amaniKa
ነፍሱ, näfsu
ናይቲ, nayti
ቀደም, qädäm
ጸያፍ, ṣäyaf
ዓሌት, ʕalet
ሓሊፉ, ħalifu
ሰዓት, säʕat
ኾይነ, Koynä
ምሳኻትኩም, msaKatkum
ገና, gäna
ዓለምካ, ʕalämka
ግበሩ, gbäru
ልበየ, lbäyä
ኣይትዋራዘይለይ, 'aytwarazäyläy
ንስኻትኩምውን, nsKatkumwn
ምዕላል, mʕlal
ሪሓን, riħan
ኣንስቲ, 'ansti
ደገ, dägä
ኣጥሒላ, 'aTħila
ኣቱም, 'atum
ገሊላ, gälila
ተጻዊተ, täṣawitä
ነብያትን, näbyatn
ተሓዝካዮ, täħazkayo
ሓሙሽተ, ħamuštä
ዕላል, ʕlal
ዘረባ, zäräba
ይገብራ, ygäbra
ትእዛዝ, t'zaz
ዋናታት, wanatat
ኣይፋልካን, 'ayfalkan
ኪኸውን, kiKäwn
ንእኡ, n''u
ኤልሳእ, 'elsa'
ብጹእ, bṣu'
ኻህናትን, Kahnatn
ኢልኪ, 'ilki
ንደቂ, ndäqi
ኣዝዩ, 'azyu
ተዛረበ, täzaräbä
ፋሕ, faħ
ጌታ, geta
ጌሩ, geru
መስዋእቲ, mäswa'ti
ኣባይቲ, 'abayti
ምስቶም, mstom
ወትሩ, wätru
ደቀ, däqä
እምብዛ, 'mbza
ንያእቆብ, nya'qob
ጨና, Čäna
ሂወት, hiwät
ዝስተ, zstä
ኣርባዕተ, 'arbaʕtä
ባሮት, barot
ኢድካ, 'idka
ተዛረቦ, täzaräbo
በለስ, bäläs
ኣዲኡ, 'adi'u
ትሕቲ, tħti
ነበርኩ, näbärku
ደማስቆ, dämasqo
ነበራ, näbära
መዛሙርቱ, mäzamurtu
ብርቱዕ, brtuʕ
ሰማርያ, sämarya
ከፊኡኒ, käfi'uni
ንስኻ, nsKa
ጴጥሮስ, PeTros
ብዛዕባኡ, bzaʕba'u
ተቐቢለ, täQäbilä
ኸምኡ, Käm'u
ዝጸበቐት, zṣäbäQät
ክሕሎ, kħlo
ንጸብጽብ, nṣäbṣb
ኢሎም, 'ilom
ዘለዎም, zäläwom
ኣዕሊለ, 'aʕlilä
ምዕባለ, mʕbalä
ንስኻን, nsKan
ንብዘሎ, nbzälo
እስከ, 'skä
ዓመታት, ʕamätat
ሕጊ, ħgi
ኣምላኸይ, 'amlaKäy
ዝበለ, zbälä
ጸብለልታ, ṣäblälta
ሾሞንተ, šomontä
ዘሎና, zälona
ድኻ, dKa
ኣምላኹ, 'amlaKu
ኣነየ, 'anäyä
ያሪኮ, yariko
ጐይታይ, gʷäytay
ፍረ, frä
ዝገብራ, zgäbra
መኽመስመሲት, mäKmäsmäsit
ንዓየ, nʕayä
ርግቢ, rgbi
ጉዕዞኻ, guʕzoKa
ወሪዱ, wäridu
ዝጠለማኻ, zTälämaKa
ክሳብ, ksab
ኣቓሑ, 'aQaħu
ተቐመጠ, täQämäTä
ጽባሕ, ṣbaħ
መድሃኒት, mädhanit
ሽማ, šma
ሓምሳ, ħamsa
ንድሕሪት, ndħrit
ዝወጸ, zwäṣä
ነውሪ, näwri
ይኣቱ, y'atu
ተንስኤ, täns'e
ነገርስ, nägärs
ዝነበረት, znäbärät
ያእቆብ, ya'qob
ኲለን, kʷilän
ስቕ, sQ
መልክዕ, mälkʕ
በላ, bäla
ዅሉን, kʷlun
ሞገስ, mogäs
ከመይ, kämäy
ስምዓዮ, smʕayo
ልቡ, lbu
ብጊዜ, bgize
ዮሴፍ, yosef
ዮስያስ, yosyas
ዘይኣመለይ, zäy'amäläy
ክምስጥ, kmsT
ኸተማታት, Kätämatat
ኣእጋሩ, 'a'garu
ሰኣን, sä'an
ኣይትግደፍኒ, 'aytgdäfni
ኣብተን, 'abtän
ኣዋልድ, 'awald
ብሓድሽ, bħadš
ንሞት, nmot
ጎረቤት, goräbet
ኦሪት, 'orit
እኩይ, 'kuy
ከምታ, kämta
ዜና, zena
ኸአ, Kä'ä
ነዛ, näza
ንዘለአለም, nzälä'äläm
መዝሙር, mäzmur
ነዊሕ, näwiħ
መንጎ, mängo
ነፍሲ, näfsi
ብዘይወሰን, bzäywäsän
ኣብታ, 'abta
ነታ, näta
ክትከውን, ktkäwn
ብሰሪ, bsäri
ብሓደ, bħadä
ኣዕኑድ, 'aʕnud
ኣምቸ, 'amčä
ይብል, ybl
ንየሩሳሌም, nyärusalem
ሰበይቲ, säbäyti
ሰንሰለት, sänsälät
ጀሚረ, ǧämirä
እባ, 'ba
ሰሜን, sämen
ድሃን, dhan
ዀይኑ, kʷäynu
ወደይ, wädäy
ማእሰርቲ, ma'särti
ከዘክረካ, käzäkräka
ዘሎኹ, zäloKu
ምሕረት, mħrät
ገበር, gäbär
በረኸት, bäräKät
ኣዲስ, 'adis
ከም, käm
ኢዱ, 'idu
ተዛረቦም, täzaräbom
ኸምቲ, Kämti
እምበኣርሲ, 'mbä'arsi
ብዙሓት, bzuħat
እግዚኣብሄርሲ, 'gzi'abhersi
ኣባኻትኩም, 'abaKatkum
ረአየ, rä'äyä
ጥዑም, Tʕum
ዘይመልኽ, zäymälK
ሰራዊት, särawit
ሐለፈ, ħäläfä
መልኣኽ, mäl'aK
ብሓቂ, bħaqi
መሮር, märor
ኰን, kʷän
ደጊመ, dägimä
ውሽጢ, wšTi
መለሰ, mäläsä
ነቒሎም, näQilom
ደድሕረይ, dädħräy
ረሲኣን, räsi'an
ሰይፊ, säyfi
ልዑል, lʕul
ንኣምላኽ, n'amlaK
በይኑ, bäynu
ቘልዓ, Qʷälʕa
ኣማኒ, 'amani
አብ, 'äb
ንኣና, n'ana
ከምቶም, kämtom
ቅድሚ, qdmi
ምሳና, msana
እምበር, 'mbär
ኲሉ, kʷilu
ዝተረፈ, ztäräfä
ሓውካ, ħawka
ብሓይሊ, bħayli
ንዝደሊ, nzdäli
ዕጣን, ʕTan
ኣሞራውያን, 'amorawyan
ኣሶር, 'asor
ነገርን, nägärn
ንደቀ, ndäqä
ዓሻ, ʕaša
ኣኽባሪናይ, 'aKbarinay
ባርያኻ, baryaKa
መኣዝ, mä'az
ኤደን, 'edän
ተንስእ, täns'
ዘህልቍ, zählqʷ
ልብኻ, lbKa
ባቢሎን, babilon
ቁጽሪ, quṣri
ኬብሮን, kebron
ከበሮ, käbäro
ካህን, kahn
ዅላቶም, kʷlatom
ባንዴራና, banderana
ንደቁን, ndäqun
ነቡካድነጻር, näbukadnäṣar
ክንራከብ, knrakäb
ሰባ, säba
ኣቦይ, 'aboy
ሳልሳይ, salsay
ናባኻ, nabaKa
ኢዩ, 'iyu
ነብዪ, näbyi
ይነብር, ynäbr
ቅዱስ, qdus
ኢዶም, 'idom
ከከም, käkäm
መምህር, mämhr
ዛንታ, zanta
ክንደይ, kndäy
ግጥሚ, gTmi
ክርስቶስ, krstos
መዋዕል, mäwaʕl
ማእከሎም, ma'kälom
ተሰጕጉ, täsägʷgu
ሕዛበይ, ħzabäy
በለቶ, bäläto
ዓመቱ, ʕamätu
ዝመልኤ, zmäl'e
ሓዊ, ħawi
ከቶ, käto
ኤሳው, 'esaw
ንሓድሕድኩም, nħadħdkum
